x,y
8.995971294176876,0.17480023817238316
8.99520668017725,0.16335421536120326
9.150894342757823,0.21020673022857134
9.149510962984204,0.15116653458065088
9.096455854432905,0.23899553655287
9.026428595466305,0.2166510899254652
9.023976731145538,0.1349441841842466
9.05278633387772,0.16631511316745762
9.007425061704291,0.14466779080948172
9.039259333211586,0.17346458737246842
8.965397181459057,0.2404728960281433
9.090736985378939,0.18657119386312296
9.16829654554443,0.10238793646606471
9.06541588103122,0.16872498290321322
8.932348869242588,0.12828021903899367
8.99937758999354,0.21124219832817542
9.097949625773895,0.20565705215544877
9.080469089692278,0.15813279195377625
9.131410325635587,0.22484310490800682
9.165926657222993,0.1714961700512545
9.090005490719609,0.1227115038321186
9.03381458712664,0.20290072780887453
9.18269216884352,0.14426744175667597
9.096158079979656,0.25772519833908797
9.07777233117108,0.1952394758928527
9.013454375504153,0.16642251478322512
9.071232067224534,0.2548774676639643
9.026137637999085,0.2092073734302771
9.065377583698833,0.1472098018866182
9.04516712884762,0.11073119578444533
9.001488298168264,0.16841352855802047
9.014960554258193,0.20694541489256985
9.16005233492956,0.18979279268564778
9.14309902947353,0.15158645959495762
9.057551001646367,0.23059972954622399
9.147594229150945,0.190972739413994
9.00715486403228,0.2873896936764555
9.090665273385003,0.20384459015394796
9.059768483005808,0.20504335578433075
9.041011339188682,0.17204505169149162
9.161442319402363,0.15640540731973243
9.079426600219483,0.192064523989295
9.170406920408809,0.20827266982111953
9.066856272159404,0.23583073497114843
9.083926304653462,0.11675278539101334
8.992679049596346,0.21991695402460268
9.073404220190108,0.17759364312186865
9.017552410731472,0.08751583968728618
9.065211188501266,0.19472137053186828
9.130637164587522,0.2141239264379629
9.130842543393825,0.2228940700950306
9.015858993081011,0.11743352152029221
9.125261459078336,0.14135957836590404
9.102874402363582,0.1767059111529842
9.120955165609423,0.23447216918127275
9.118208914046843,0.24539559154077054
9.124735379075846,0.10709280002729964
9.033455720000944,0.21884082757208287
9.117981934011667,0.1781352262022413
9.050571105638804,0.21565973171376096
9.076708486967771,0.35485740959529954
8.935846719922356,0.20886386205722454
9.11363861515272,0.11689565385154417
9.064096942700917,0.12630229019036368
9.149588005551971,0.21596755133964501
9.134551465270366,0.23007389505836384
9.052412268469528,0.21296292296299152
9.105614255199448,0.2675896086332962
9.03839420344149,0.16176971188997372
9.128694438691477,0.21036293893726324
9.008451517810787,0.20953191039344887
9.037214621974865,0.2152295667741953
9.140215122470265,0.12932962629914196
9.058910411979944,0.17031499800821487
9.020822906786027,0.20507331502549575
9.139458274435352,0.15972446819719407
9.028719861754988,0.15019104790539392
9.065015318960624,0.1665632934307749
9.043087510629094,0.24104286744803316
9.04127052660508,0.21060305654616268
9.068029745530144,0.24963283446887607
9.202033492953515,0.17360147600758816
9.016701285896634,0.1943017389358577
9.101990426818409,0.2327244245755251
9.155905118460867,0.2188645732311159
9.036684811379004,0.13937867499897771
9.090822744688936,0.14214162071839037
9.109638288525833,0.16569574430565953
9.043898886266344,0.16100500398928091
9.162305864319412,0.20356754413765224
9.100617656710106,0.18003874927648428
9.074575603995754,0.1473952874709221
9.101611854194628,0.18926744382477342
9.05147637881834,0.16196976389133258
9.042150212710839,0.29032491002249444
9.084528847687512,0.1702619241125841
9.155518750758755,0.1549039415028245
8.992587762356516,0.11596427768040868
9.036796616276458,0.2894923431945309
9.081346863014453,0.2139761860786965
9.110100220892893,0.22715340877575643
9.051916697278312,0.15481061083858436
9.146417889288063,0.17034069332660243
9.06745389572219,0.08929866138520483
9.034176827556188,0.15084005143902374
8.941112307021163,0.21572755946227676
9.14599320484321,0.17190905199307
9.039102908609125,0.1592496004074769
