x,y
9.039255788745226,0.6956473080502821
9.033868241277087,0.7351531490156242
9.02856297260858,0.7755627197964492
9.020793489005856,0.8159874047881661
9.016913439722037,0.8539179059158744
9.012037834464063,0.8876423627285761
9.00603347814885,0.9230707663137708
8.995170629671831,0.9608264059372863
8.988001716717953,0.9963623369187673
8.98172704184961,1.0315755340039487
8.972935976405706,1.067962137511103
8.964719586463298,1.1034986842211867
8.95000955972435,1.15616428926689
8.940154555800277,1.1949228609603775
8.928850168506237,1.2280066684354256
8.921032694772421,1.2636351607247145
8.909939686364863,1.2998929738109868
8.897551597968317,1.335499731988257
8.885381732434945,1.3747563262756852
8.872507304111513,1.4110211712368899
8.861064417121232,1.4418940563616662
8.84768716599604,1.4733083392421849
8.834861241079013,1.5087154739740471
8.822924191875524,1.545148905111312
8.80801053393094,1.579320342393665
8.788673029230566,1.6264075198481465
8.770255617507951,1.6641668481017162
8.753781257014186,1.7007131612599793
8.73951773404891,1.733142633855679
8.725000852330682,1.7658566240044649
8.70592154571829,1.799256101864566
8.689093370633557,1.8315237925812153
8.67024707358893,1.8666882036170414
8.650750470121338,1.900066021591142
8.630014450605458,1.9364972232021234
8.61400152453228,1.967449534532133
8.595330988422896,1.9955943340211444
8.575072379556312,2.030656873774135
8.545855168723717,2.0748606184102814
8.523053847485512,2.1085912295183307
8.501486249086549,2.1374858667920544
8.478403609186548,2.1700527245694374
8.459598173405922,2.197785166191241
8.431496300358255,2.2286288272809776
8.411378565735408,2.257516495456317
8.386714246157812,2.2903903963706163
8.360909175267924,2.319694371038375
8.33851596562879,2.3449122638876676
8.311579221447541,2.3751006277810385
8.285404373733954,2.4015000423959423
8.253381289107391,2.4385944687307837
8.22271412646872,2.4685022625952397
8.193589080504667,2.49426225733711
8.168082609728167,2.5205209626724367
8.140134643303716,2.548052997131118
8.112593015181957,2.570688915361953
8.084491017760072,2.594652189285723
8.054403809809033,2.621092285597973
8.025513069264452,2.647220675972597
7.995936620896595,2.667625550577815
7.970673293529988,2.6921563857870456
7.941993263710419,2.711719010343137
7.912345429718891,2.7355684359118975
7.872237103053702,2.7632874437515262
7.842639055541603,2.7857040828770367
7.814076500895111,2.8067773471527024
7.782714452549635,2.829305585241909
7.7510933005093925,2.8518131295368585
7.719427238268384,2.8719106085155026
7.690806847422454,2.8915926349071004
7.661067850149417,2.9143254793576725
7.630735602368138,2.9322436543299037
7.596688409039704,2.954992598544902
7.567888503912944,2.975668795553908
7.5354529775505235,2.9970977953141946
7.500374222857082,3.018077251862224
7.458505782323067,3.0417856893960558
7.425658537762985,3.064748054939908
7.392028407735913,3.0859165266207116
7.358725415193965,3.1064716349013572
7.3285329913672745,3.1260740049088493
7.2945428169250714,3.1450938448439514
7.26346798947981,3.165232660193043
7.22962554822119,3.185733353727391
7.191991477298966,3.2085375301557506
7.162577945056467,3.2290607513966254
7.127897082389341,3.247202894216896
7.096862502438267,3.2647719128177872
7.051637670692695,3.29399536558908
7.017260910512659,3.3170412977331787
6.983839993654943,3.3322775630995185
6.954978523787324,3.3513723286803057
6.9264212930119875,3.3718423325479
6.890456284507806,3.391831576860357
6.857014739712894,3.4087553230444305
6.8246713094907445,3.4297510887132883
6.793639181204177,3.4455790092476244
6.758334636828131,3.4660042422771453
6.726977321913662,3.489176812161564
6.69124935495583,3.505627528712076
6.646893665504193,3.5327856540170584
6.6131486188019455,3.551778334417173
6.581797595675364,3.5700045963599694
6.551571329602181,3.5910943576833834
6.518706411147763,3.608217295604343
6.484935659930196,3.6253096570093586
6.454686071758291,3.646557154508193
6.42339098868198,3.6611567216998737
6.388760109354425,3.680423114057029
6.3542055543979785,3.7009903926760988
6.322521323591829,3.7166057454825983
6.288567288246403,3.7372110506949596
6.2373826895560915,3.7653001699481
6.206745688620434,3.7827320624481953
6.1723632575276035,3.8014657284602027
6.139641939271977,3.8189923923784788
6.109114949251486,3.833481488029461
6.072311768690232,3.855602124525635
6.039050389302438,3.874806720803019
6.0046274479669774,3.892702106843089
5.972942669814158,3.909510069979431
5.936752269308691,3.928504763596539
5.906060260901389,3.9428327177519447
5.870165031199676,3.964002555906074
5.82559365932156,3.985388218432449
5.791282847137449,4.005623341944348
5.753068555584575,4.02393121698939
5.717174253749011,4.043236102843267
5.681640618081731,4.063671533235848
5.648029336711208,4.080608619974437
5.613968035277737,4.099458716723322
5.578402718299113,4.117683008035196
5.543352441686781,4.137254747742797
5.505766782609392,4.154245450170412
5.470126505453852,4.175886376657746
5.436995690339686,4.192381555832713
5.392605381712919,4.219396695640088
5.357156075048151,4.235748562900833
5.322562259105703,4.255672227327115
5.288721462386888,4.274955753896648
5.253767626537526,4.2936140873928474
5.222770470201071,4.309945922785903
5.181970512808118,4.33436854065629
5.146482642978198,4.352976678171883
5.108694705996175,4.373755656623198
5.076446723506013,4.390572391537771
5.040791675066402,4.411300244347045
4.992704778488528,4.439276478692205
4.955847604591009,4.458208657285491
4.923056938426146,4.476275266480911
4.88961803487422,4.497177510943727
4.8567936386573205,4.515252258346499
4.816582225227877,4.536960421148693
4.786349748007138,4.556342544125987
4.750577103381191,4.575692387580998
4.721295431305204,4.592627871009388
4.6902146937747675,4.609969574294348
4.656089334051864,4.6306735478939824
4.620140425624057,4.651124994377743
4.589948509394553,4.667863336028496
4.543699279412805,4.697373924776176
4.517387425603571,4.7115342985831
4.482740032102692,4.73206197162551
4.451959212644029,4.753195054657474
4.420865069226141,4.769318453420397
4.3890515644296695,4.787486469541047
4.386861146910241,4.788858158048525
4.3839754306796,4.7910487104454695
4.379080688830185,4.79525788185332
4.378542466134775,4.795131976217731
4.355188459493044,4.810005388320508
4.325669360894108,4.824218027239842
4.290211556933366,4.845790219510617
4.258406639274322,4.865365876485314
4.226171173646818,4.885088120004211
4.1913735484823205,4.905912725762737
4.160697600184152,4.922928199170169
4.116146257748919,4.951993448742064
4.0803575587858,4.970738193114606
4.045430502815916,4.992375066361769
4.015827177482471,5.010975192772402
3.9792944345381365,5.031126179579564
3.9484765306142457,5.048613746390765
3.9190560691520933,5.068156332057889
3.8832288414565452,5.087777425841711
3.8545675320924997,5.104216579617315
3.821953581317699,5.12395020932571
3.790880033322577,5.141431116153651
3.759911427289326,5.158367518754868
3.717343218165934,5.186177468686592
3.686625282416506,5.199450456160281
3.6511307564141724,5.220211338550344
3.6166261254997005,5.24236309224108
3.5817657712819866,5.261686641373196
3.551776674936922,5.278543470498828
3.5181064849366614,5.296363565271158
3.514249244850251,5.297646639462288
3.4900578674476646,5.314108457111929
3.4567048104649327,5.331835812182011
3.4247530188678126,5.349833394163241
3.394643936912754,5.367689314251345
3.36140570949476,5.3850071396718455
3.3287223976853095,5.403263821901197
3.2967083342664756,5.420485641567406
3.251683523299003,5.444403464259178
3.2221960959166513,5.462211479041364
3.1859510719209787,5.479583343650396
3.1538189355145483,5.499957716072032
3.1228609380111503,5.515269428763628
3.091476969147402,5.531379500900949
3.0589611173776063,5.549162921238217
3.029851367805477,5.564857824130034
2.996177795694883,5.584948255723392
2.9622676099653473,5.602727668716024
2.930957801634573,5.621142517596091
2.898597243323927,5.636696419114549
2.86679467102744,5.653372792929891
2.8214078911041747,5.6758594071800745
2.7909609865366973,5.692074941513691
2.75933114773152,5.710223609363615
2.724490403120173,5.728175913187643
2.695009553569394,5.745576454180376
2.6641756406915933,5.761873377824294
2.629583970963563,5.778859685852203
2.596017734764267,5.796705472340496
2.5609060895232645,5.816015522038629
2.5276382444881316,5.8316444005798465
2.4947197594546853,5.8495254060192705
2.461397459983646,5.865059596318985
2.418295610322943,5.890838383140779
2.381789269050017,5.909679287610443
2.3517045322690002,5.925212667060045
2.3153128179204505,5.943923772663558
2.2849220164109574,5.959681680996478
2.249035836134756,5.978157325320018
2.2181693284670096,5.996260528187837
2.1810895679988866,6.014117956639049
2.151681382439291,6.03068948884383
2.1155883270777824,6.049564527066522
2.0857171512909067,6.065973287934709
2.052074288519633,6.080482779552579
2.001852382872892,6.110857748300335
1.9661262541515505,6.128590164213876
1.9340298848216806,6.1473244509002765
1.900324313545191,6.162151570049424
1.8654012065660288,6.182199565644775
1.8316037400853322,6.200908340681141
1.7954622809575862,6.221297218005521
1.7624983795483626,6.23937990698236
1.729015414092261,6.255555185484557
1.6925760089290391,6.274750050082159
1.6573758110018109,6.292717985946042
1.627029013283822,6.312967933743772
1.590436504690574,6.333296209446571
1.542399315039992,6.358393784938397
1.5091378604264176,6.378206975467738
1.4744675317964415,6.394269095389935
1.4394271210301788,6.4164036077697215
1.408777247945952,6.433867942575167
1.371601790630392,6.455150880249697
1.339215043473823,6.475036769353797
1.301415630848341,6.493378513452254
1.267565439943922,6.5140551301491945
1.2333982619419093,6.53207390960813
1.196497923392305,6.551714253578061
1.1666585277876511,6.570044251008137
1.121521172405141,6.597356357739282
1.0893212994368802,6.614052727682064
1.0539624590702619,6.634339581611498
1.0234084133156913,6.653234193617913
0.9900527274422097,6.670239967408762
0.9552224688593974,6.691570792487154
0.9192743028659965,6.711474148941642
0.8868003117217406,6.729473083818463
0.855831002475948,6.748637832139532
0.8245086035195143,6.76629603175204
0.7855603007834551,6.786716499958469
0.7532466825042305,6.807323220374565
0.7075182848939652,6.834682336201928
0.6743336564218696,6.8525719427292255
0.638318279372846,6.8729014425536485
0.6072745872800238,6.8919339918362885
0.5732920372958922,6.910580297278582
0.541936265286636,6.928004504847459
0.5124871478681348,6.945119194075678
0.4806960681953619,6.96341989177467
0.445594192170217,6.9832976724016715
0.41015966707220264,6.999339662979005
0.38066490068200737,7.0206403799374035
0.34550393756512454,7.038345814034639
0.3118225668777923,7.057400586118867
0.26627922175000857,7.082252665235567
0.23405402463637393,7.103643520845234
0.20105432240864918,7.11992434214883
0.17012887029395324,7.135739142796717
0.13968927615832738,7.154102756024164
0.10422807509383314,7.173803841712665
0.07265605129376601,7.191558365136772
0.040922070832636326,7.210097224011217
0.010359503715398967,7.226923160115363
-0.021456335375603146,7.2455102054235665
-0.05662680890332743,7.2646583645789065
-0.08660232377927954,7.2830965246305785
-0.13172261558333007,7.308142376659652
-0.164161622753815,7.3239330886320255
-0.19622350801790556,7.344991527489727
-0.22776220686233253,7.360577673905837
-0.2587638126877702,7.3785611094228285
-0.291699872464978,7.395858865371338
-0.32216872128029317,7.414748319657565
-0.3607297762916021,7.436383308396961
-0.3908004412985778,7.453372545951386
-0.425707063710592,7.472947087400813
-0.46246410417247175,7.492047450923815
-0.4955004087394519,7.51219786745375
-0.5384057945304658,7.537266289382587
-0.5698739353011314,7.553685539101906
-0.6058422747104734,7.572397735463744
-0.6417246047187646,7.59370048418269
-0.6721791276314136,7.609823831314855
-0.7010747381775785,7.627347521584494
-0.7350096884150525,7.645418538244788
-0.7712379684861065,7.665554323133751
-0.8036764245648705,7.682304603976487
-0.8371158982500487,7.699205643627151
-0.8703600825454554,7.718211570205102
-0.9050549281488481,7.737362453378273
-0.9557251684635004,7.766228571068537
-0.9880824417285949,7.7818618904055485
-1.0227633895752173,7.800561131000169
-1.0586394565011383,7.818236664592977
-1.0927302207049023,7.836095007971405
-1.1242439249396126,7.852129634882307
-1.1614076233350719,7.87174946287198
-1.1903576372415545,7.889562542689109
-1.2268743454051632,7.90654501941774
-1.2618628754316705,7.923860815171387
-1.2922398698326416,7.943846000611957
-1.3289051897082058,7.960945287119507
-1.3759710425055847,7.98225274220453
-1.4074898851359332,8.000166266269703
-1.4500352106413628,8.021503974212132
-1.4852299446006942,8.040039209268732
-1.5208442411987373,8.057455380612724
-1.5530312068624494,8.07423103057716
-1.5926355973295123,8.092540895325289
-1.6272923551115186,8.110566640509251
-1.658215691560586,8.12852816817788
-1.6929191735953493,8.145170698561932
-1.7301890487184417,8.161779179177366
-1.7659505262097364,8.180706359983587
-1.8107555214863453,8.205853459745862
-1.8455019036686118,8.221965558587485
-1.883433166837318,8.242572777686384
-1.9203194925233293,8.262703864129062
-1.956465851967048,8.280250353987727
-1.9908643328619646,8.299844364220606
-2.0265171954197516,8.316295865603315
-2.061452842222778,8.33604440778546
-2.0962455798307245,8.354067653070413
-2.1317282187280946,8.373337071782395
-2.1677644897562667,8.389407774111474
-2.2022909531409844,8.409679108914457
-2.2530883823906303,8.435038656356214
-2.288701113680738,8.45536753693231
-2.320582418356314,8.472519583065143
-2.3572102838641174,8.4907487064202
-2.3917557796788307,8.510410081973669
-2.426746966533247,8.5280451435363
-2.464675968073375,8.548526541927826
-2.501486807831216,8.565730632037901
-2.5350708322217494,8.584386355147375
-2.569255797056307,8.603521435121015
-2.6075672585907506,8.62401300583758
-2.6439422107273405,8.644149324114757
-2.6758838114495607,8.66047895511252
-2.724520662585425,8.685342253917709
-2.7542304360204253,8.703436481440177
-2.789557399571603,8.722326072141938
-2.825093740844167,8.740719451042448
-2.855839576337653,8.758236629202772
-2.890704093374577,8.777410410886219
-2.9231852399545146,8.7933872074482
-2.9581037326430413,8.812152026608896
-2.9961989286042434,8.83151485400222
-3.0323895810370156,8.851733200775753
-3.0677699820222064,8.871913471143053
-3.1061738030159374,8.892797072161681
-3.1369782191286886,8.909971571637106
-3.185203516207145,8.93426599552028
-3.2178438890185648,8.952822778291392
-3.243517679167087,8.97082013591756
-3.275412816070123,8.984422098041847
-3.3083531656060425,9.002032175303325
-3.339771822138915,9.019566326268015
-3.3711031692444653,9.039039843807869
-3.4039809983779974,9.05666514737399
-3.4366488130557737,9.07349723685352
-3.4704890418071486,9.089733740079794
-3.5005864129023823,9.107363370193918
-3.536161224134782,9.12690608571544
-3.5669164797300414,9.143476661517763
-3.6102292721445792,9.168113512077877
-3.645713331845432,9.186358049134746
-3.678019019576835,9.203530105526912
-3.7081693393876143,9.224121873993862
-3.7413371374306497,9.238554661351413
-3.7779220209414404,9.258461738010837
