timestamp,source,x,y,z,qx,qy,qz,qw
1740862678.2700696,yaw_rate,9.073500000012292,1.5586673487467902e-08,0.0,0.0,0.0,0.7068251886790087,0.7073882615995856
1740862678.2928975,yaw_rate,9.073500000012363,1.5676780415655943e-08,0.0,0.0,0.0,0.7068251887300884,0.7073882615485466
1740862678.2950048,single_track,9.073500000006403,8.025332794236021e-09,0.0,0.0,0.0,0.706825181105366,0.7073882691671998
1740862678.2974358,double_track,9.073500000012118,1.5181576769992393e-08,0.0,0.0,0.0,0.7068255233096156,0.7073879272351827
1740862678.2984962,yaw_rate,9.073500000012398,1.572183394416956e-08,0.0,0.0,0.0,0.7068251887300884,0.7073882615485466
1740862678.2990556,single_track,9.073500000006431,8.061792221879206e-09,0.0,0.0,0.0,0.706825181105366,0.7073882691671998
1740862678.299533,double_track,9.073500000012144,1.521601684058449e-08,0.0,0.0,0.0,0.7068255240858553,0.7073879264595601
1740862678.3001597,yaw_rate,9.073500000012434,1.5766887520682897e-08,0.0,0.0,0.0,0.7068251887722896,0.707388261506379
1740862678.300933,single_track,9.073500000006465,8.104094921606993e-09,0.0,0.0,0.0,0.706825181105366,0.7073882691671998
1740862678.3014295,double_track,9.07350000001218,1.5259623683522933e-08,0.0,0.0,0.0,0.7068255250687121,0.7073879254774847
1740862678.3018596,yaw_rate,9.07350000001247,1.5811941147608955e-08,0.0,0.0,0.0,0.7068251887944993,0.7073882614841869
1740862678.3021843,single_track,9.0735000000065,8.147778148053024e-09,0.0,0.0,0.0,0.706825181105366,0.7073882691671998
1740862678.3024883,double_track,9.073500000012226,1.5317451282607506e-08,0.0,0.0,0.0,0.706825526372084,0.7073879241751491
1740862678.302884,yaw_rate,9.073500000012505,1.5856994774535013e-08,0.0,0.0,0.0,0.7068251887944993,0.7073882614841869
1740862678.3031912,single_track,9.073500000006543,8.201267146244248e-09,0.0,0.0,0.0,0.706825181105366,0.7073882691671998
1740862678.303492,double_track,9.073500000012249,1.534741093082951e-08,0.0,0.0,0.0,0.7068255270473393,0.7073879235004307
1740862678.3038952,yaw_rate,9.07350000001254,1.590204845092296e-08,0.0,0.0,0.0,0.7068251888255934,0.7073882614531176
1740862678.3042064,single_track,9.07350000000657,8.23516355783687e-09,0.0,0.0,0.0,0.706825181105366,0.7073882691671998
1740862678.304493,double_track,9.073500000012285,1.5391524578140138e-08,0.0,0.0,0.0,0.7068255280416149,0.7073879225069455
1740862678.3052092,yaw_rate,9.073500000012576,1.5947102179970635e-08,0.0,0.0,0.0,0.7068251888677924,0.7073882614109521
1740862678.3056242,single_track,9.073500000006606,8.279138552728238e-09,0.0,0.0,0.0,0.706825181105366,0.7073882691671998
1740862678.3059456,double_track,9.073500000012318,1.5433686308632012e-08,0.0,0.0,0.0,0.706825528991894,0.7073879215574219
1740862678.3063736,yaw_rate,9.073500000012611,1.5992155850012503e-08,0.0,0.0,0.0,0.7068251888922228,0.7073882613865413
1740862678.3066916,single_track,9.073500000006641,8.323091292973839e-09,0.0,0.0,0.0,0.706825181105366,0.7073882691671998
1740862678.3069725,double_track,9.073500000012354,1.5477364687031898e-08,0.0,0.0,0.0,0.706825529976355,0.7073879205737436
1740862678.3073456,yaw_rate,9.073500000012647,1.6037209669492724e-08,0.0,0.0,0.0,0.706825188912211,0.707388261366569
1740862678.307627,single_track,9.073500000006675,8.365507662324408e-09,0.0,0.0,0.0,0.706825181105366,0.7073882691671998
1740862678.3079054,double_track,9.073500000012396,1.5530169858505918e-08,0.0,0.0,0.0,0.7068255311665211,0.7073879193845236
1740862678.308269,yaw_rate,9.073500000012682,1.6082263515167168e-08,0.0,0.0,0.0,0.706825188912211,0.707388261366569
1740862678.3085482,single_track,9.073500000006716,8.415891947864054e-09,0.0,0.0,0.0,0.706825181105366,0.7073882691671998
1740862678.3088152,double_track,9.073500000012423,1.5564353132996742e-08,0.0,0.0,0.0,0.7068255319369717,0.7073879186146855
1740862678.3091927,yaw_rate,9.073500000012718,1.6127317457615497e-08,0.0,0.0,0.0,0.7068251889410856,0.7073882613377173
1740862678.309599,single_track,9.073500000006746,8.45327406524486e-09,0.0,0.0,0.0,0.706825181105366,0.7073882691671998
1740862678.3100283,double_track,9.073500000012459,1.560801667559742e-08,0.0,0.0,0.0,0.7068255329210953,0.7073879176313443
1740862678.310644,yaw_rate,9.073500000012753,1.617237142031962e-08,0.0,0.0,0.0,0.7068251889610747,0.7073882613177441
1740862678.3111393,single_track,9.073500000006774,8.489609060620483e-09,0.0,0.0,0.0,0.706825181105366,0.7073882691671998
1740862678.3146458,double_track,9.073500000012494,1.5651597588441968e-08,0.0,0.0,0.0,0.7068255339033549,0.7073879166498657
1740862678.315494,single_track,9.073500000006808,8.532624834797997e-09,0.0,0.0,0.0,0.706825181105366,0.7073882691671998
1740862678.3194373,yaw_rate,9.073500000012789,1.6217425440862754e-08,0.0,0.0,0.0,0.7068251889832843,0.7073882612955522
1740862678.3278391,single_track,9.073500000006844,8.578226676214776e-09,0.0,0.0,0.0,0.706825181105366,0.7073882691671998
1740862678.330961,yaw_rate,9.073500000012825,1.6262479515987733e-08,0.0,0.0,0.0,0.7068251890077155,0.7073882612711404
1740862678.3317635,double_track,9.07350000001254,1.5708977648587906e-08,0.0,0.0,0.0,0.7068255351966299,0.7073879153576188
1740862678.337858,single_track,9.073500000006883,8.62648646602938e-09,0.0,0.0,0.0,0.706825181105366,0.7073882691671998
1740862678.3387156,double_track,9.073500000012565,1.573973865959149e-08,0.0,0.0,0.0,0.7068255358899443,0.7073879146648556
