timestamp,x,y,z,qx,qy,qz,qw
1740924395.7704132,-0.2789748081037077,7.385599341170425,-0.005105918294415812,-4.0482932617888815e-06,5.976641657284892e-07,0.9687441498711882,0.24806203271279387
1740924395.7832844,-0.28336078188289426,7.387999958432445,-0.005105919639198014,-4.0469073385442715e-06,6.015217008875497e-07,0.968747537072425,0.24804880447075614
1740924395.788358,-0.2877468205363381,7.39040045851299,-0.005105920995706975,-4.046113223312516e-06,6.025211061874544e-07,0.9687509206896538,0.24803558947500698
1740924395.8001602,-0.29213292388279116,7.392800841575797,-0.005105922295597615,-4.045331912469339e-06,6.029762083961774e-07,0.9687543007107838,0.24802238777503935
1740924395.8080618,-0.29651909173536606,7.395201107811046,-0.005105923471311669,-4.044463666870053e-06,6.033383249252814e-07,0.9687576771051748,0.2480091994928097
1740924395.8185153,-0.3009053239123265,7.397601257419749,-0.005105924460413275,-4.043529097055736e-06,6.03603739151605e-07,0.9687610498483359,0.24799602472627613
1740924395.8316476,-0.3052916202418793,7.400001290603896,-0.0051059252094455,-4.042571421936449e-06,6.037022848156682e-07,0.9687644189220341,0.2479828635489698
1740924395.83765,-0.30967798190551277,7.402401205109353,-0.005105925677150541,-4.041668559573278e-06,6.034541206302622e-07,0.9687677876850014,0.2479697028413128
1740924395.849022,-0.31406440749326275,7.404801003424669,-0.0051059258370338145,-4.040780022225115e-06,6.031533727178932e-07,0.9687711528006491,0.2479565556395111
1740924395.8623538,-0.318450895489541,7.407200688246048,-0.005105925679071505,-4.0399915283600915e-06,6.026279263467849e-07,0.9687745107644795,0.2479434356387742
1740924395.86872,-0.3228374470537202,7.409600257381895,-0.0051059252102372,-4.039417098866958e-06,6.01605191131525e-07,0.9687778649479559,0.24793032966985137
1740924395.879732,-0.3272240634757071,7.411999708386191,-0.005105924454214594,-4.039039393831159e-06,6.003149416120933e-07,0.9687812188954735,0.24791722388476037
1740924395.8931856,-0.3316107419424928,7.414399046297094,-0.005105923450278438,-4.038770586856774e-06,5.992504286770999e-07,0.9687845656309941,0.24790414554519877
1740924395.900863,-0.33599748365608395,7.416798268805774,-0.0051059222508939295,-4.0387913738405075e-06,5.978607976803475e-07,0.9687879085495483,0.24789108138761812
1740924395.9105089,-0.3403842899643723,7.419197373297603,-0.005105920918484164,-4.039050685700054e-06,5.964516747764764e-07,0.9687912513044175,0.24787801713615382
1740924395.9178042,-0.34477115799278135,7.421596364845327,-0.0051059195220208575,-4.039425055596876e-06,5.955702360315687e-07,0.9687945867376924,0.24786498076790153
1740924395.930955,-0.34915808897860917,7.423995240982632,-0.005105918132553483,-4.040066269209589e-06,5.946506654634049e-07,0.9687979183595706,0.2478519585669778
1740924395.9432392,-0.35354508429508513,7.426393998950702,-0.005105916818810646,-4.040892353155914e-06,5.939485320285666e-07,0.9688012499362177,0.24783893581384858
1740924395.9505355,-0.35793220523499203,7.428792526368264,-0.005105915640549935,-4.043194752517571e-06,5.883010887902994e-07,0.9688047359588768,0.247825308568268
1740924395.9610019,-0.3623193928468314,7.43119093063741,-0.0051059146528114885,-4.04305667388734e-06,5.926005506752138e-07,0.9688082210175752,0.24781168429285963
1740924395.9708824,-0.36670664628000293,7.433589213151979,-0.005105913897724773,-4.043683601500851e-06,5.941821897439655e-07,0.9688117027082354,0.24779807238730775
1740924395.9826908,-0.3710939653462378,7.435987373954194,-0.005105913402175727,-4.044542978785563e-06,5.947017500248391e-07,0.9688151810918565,0.24778447261529818
1740924395.9951816,-0.3754813498513663,7.438385413096601,-0.005105913181398886,-4.045337417305632e-06,5.949426186212381e-07,0.9688186561180443,0.24777088517601864
1740924396.006535,-0.37986879960080555,7.440783330665097,-0.005105913239282139,-4.045954370102888e-06,5.950342469539295e-07,0.9688221277107507,0.2477573103690181
1740924396.0133367,-0.3842563144141232,7.443181126768867,-0.005105913569690895,-4.046339355399335e-06,5.949926001937039e-07,0.9688255957893461,0.2477437485118273
1740924396.0263832,-0.38864389413400835,7.445578801537894,-0.005105914156984581,-4.046463198240731e-06,5.948635978417337e-07,0.9688290602761878,0.24773019991036901
1740924396.0395412,-0.39303153862886026,7.447976355128005,-0.005105914975680664,-4.046315886481327e-06,5.947278791719647e-07,0.9688325210983512,0.2477166648521785
1740924396.0448747,-0.39741924779003446,7.450373787729225,-0.005105915989897042,-4.045903737907949e-06,5.946717486831529e-07,0.9688359781864238,0.24770314361112322
1740924396.0559278,-0.4018070229201427,7.4527710970214365,-0.00510591715335304,-4.045278526521762e-06,5.946329884961753e-07,0.9688394349835907,0.24768962272158063
1740924396.064699,-0.4061948640232274,7.4551682831211545,-0.005105918410676091,-4.044412907302752e-06,5.94856561443524e-07,0.968842891470117,0.24767610226081946
1740924396.0755668,-0.41058276687920736,7.457565353930318,-0.005105919699902678,-4.0432660344228746e-06,5.956310192614862e-07,0.9688463369622872,0.2476626240231973
1740924396.0858226,-0.4149707340730859,7.459962304947181,-0.005105920955367355,-4.042131024258568e-06,5.959477146657657e-07,0.968849778382849,0.24764916093298325
1740924396.0930235,-0.41935876703778674,7.462359133787798,-0.005105922111558747,-4.0409243716237755e-06,5.962509702919438e-07,0.9688532194526467,0.24763569843533742
1740924396.1024935,-0.42374686438399783,7.464755843255646,-0.005105923107236954,-4.0396261560777625e-06,5.967509790434475e-07,0.9688566565590596,0.24762225066525376
1740924396.111104,-0.42813502461171826,7.46715243637716,-0.005105923888880509,-4.038349744233346e-06,5.971575473136087e-07,0.9688600859304763,0.24760883238310652
1740924396.1200042,-0.43252325060327934,7.4695489081620945,-0.005105924413742746,-4.03727231735853e-06,5.96947776971967e-07,0.9688635149711471,0.2475954146205014
1740924396.1344259,-0.4369115394679669,7.471945264172911,-0.00510592465257903,-4.036233132313948e-06,5.969025805046115e-07,0.968866936223587,0.24758202656104197
1740924396.1404047,-0.44129989263513114,7.474341502075903,-0.0051059245914875095,-4.035469495256651e-06,5.962805754156414e-07,0.9688703533446206,0.24756865389873076
1740924396.1524708,-0.44568840229066287,7.476737453327413,-0.005105924230398712,-4.037006538240076e-06,5.874666942725511e-07,0.9688739980568839,0.24755438972602983
1740924396.1635203,-0.4500769821271435,7.479133275971541,-0.005105923587477357,-4.035048232408219e-06,5.927821680543297e-07,0.9688776430294733,0.24754012365881098
1740924396.1709585,-0.4544656311662435,7.481528972307256,-0.0051059226995304186,-4.034546868945222e-06,5.934396183241794e-07,0.968881284013196,0.247525872329159
1740924396.1817453,-0.4588543494593178,7.483924542470699,-0.005105921611902986,-4.0347365535033676e-06,5.924282853838554e-07,0.9688849212977322,0.24751163460584527
1740924396.18955,-0.4632431370585914,7.486319986549374,-0.005105920382088958,-4.035278469252765e-06,5.911279103248861e-07,0.9688885549085753,0.24749741039158368
1740924396.2009532,-0.46763199401054745,7.4887153046262345,-0.005105919074567283,-4.036081840730763e-06,5.899128353925051e-07,0.9688921848414678,0.2474831997055338
1740924396.211729,-0.47202092035626286,7.49111049677988,-0.005105917757107725,-4.0371042057369955e-06,5.889162375361968e-07,0.9688958110948892,0.24746900255614263
1740924396.2191548,-0.4764099161275447,7.493505563091145,-0.005105916496708884,-4.03830269198914e-06,5.882084703342261e-07,0.9688994336722454,0.2474548189325647
1740924396.2342596,-0.48079898134170745,7.495900503652809,-0.005105915355616802,-4.039626667987621e-06,5.878146845284036e-07,0.9689030525779562,0.24744064881998326
1740924396.2444127,-0.4851881159964173,7.498295318579032,-0.005105914387852101,-4.041017923351242e-06,5.877091072811008e-07,0.9689066678102195,0.24742649222793786
1740924396.251609,-0.48957732151762073,7.500690005350035,-0.005105913636596626,-4.042445515193125e-06,5.876876714448775e-07,0.9689102830093639,0.2474123349027442
1740924396.2629046,-0.49396659502421575,7.503084569319453,-0.0051059131332410745,-4.0437191835353e-06,5.881235137952315e-07,0.9689138908366992,0.2473982055856335
1740924396.2709591,-0.4983559378045795,7.50547900818242,-0.005105912897036352,-4.044945187416747e-06,5.882446243077341e-07,0.9689174948257896,0.24738409044198514
1740924396.2836366,-0.5027453512795319,7.507873319352748,-0.00510591293618981,-4.046017660136014e-06,5.881625570414598e-07,0.96892109872782,0.24736997478141495
1740924396.2946622,-0.5071348324316518,7.510267508348953,-0.005105913249322469,-4.046772882369423e-06,5.883282854947828e-07,0.9689246949424118,0.24735588837549757
1740924396.3018005,-0.5115243825506955,7.51266157276766,-0.005105913825256242,-4.047367590865363e-06,5.880702702582974e-07,0.9689282870954704,0.2473418170255699
1740924396.3127406,-0.515914003072915,7.515055509896674,-0.005105914642641707,-4.047739322240976e-06,5.876717054127162e-07,0.9689318790505477,0.24732774559851808
1740924396.3258305,-0.520303690867282,7.517449325372868,-0.00510591566941182,-4.047762181276968e-06,5.877284446215465e-07,0.9689354629984254,0.24731370468960545
1740924396.332204,-0.5246934472299437,7.519843016705431,-0.00510591686191908,-4.047635609748549e-06,5.875887014955283e-07,0.9689390426781535,0.24729967965449356
1740924396.3467171,-0.5290832735984887,7.522236581120591,-0.005105918165919016,-4.047320971673842e-06,5.875094591726003e-07,0.9689426220706888,0.24728565489743304
1740924396.3555772,-0.5334732249635599,7.524629917619299,-0.005105919516945889,-4.048061349724472e-06,5.827464262910737e-07,0.9689463398271841,0.24727108710639145
1740924396.365004,-0.5378632488996795,7.527023122079819,-0.005105920848907236,-4.046317788284788e-06,5.870548839762787e-07,0.9689500577823769,0.24725651762251152
1740924396.3747149,-0.5422533430914426,7.529416198765859,-0.005105922094505361,-4.045122304671276e-06,5.887970528678817e-07,0.9689537698153264,0.2472419704337385
1740924396.3815298,-0.5466435080816657,7.5318091465675465,-0.005105923187125688,-4.044149753296198e-06,5.892750139487615e-07,0.9689574779243938,0.2472274377121107
1740924396.392781,-0.5510337436999592,7.534201965675123,-0.00510592406808652,-4.043181633712943e-06,5.894241361641668e-07,0.9689611821343523,0.2472129193632566
1740924396.4002035,-0.5554240497752975,7.536594656298366,-0.005105924689111391,-4.042221995591698e-06,5.893385002579692e-07,0.9689648824259041,0.24719841546552693
1740924396.4090297,-0.5598144261481204,7.538987218640638,-0.005105925015326224,-4.041313390700826e-06,5.88983852118857e-07,0.9689685787825821,0.24718392608619127
1740924396.4241254,-0.5642048726708261,7.541379652892682,-0.005105925027456049,-4.040500823666509e-06,5.883351699512347e-07,0.968972271188675,0.24716945128957438
1740924396.432222,-0.5685953892070944,7.543771959227637,-0.005105924723054933,-4.039825074031911e-06,5.873963864310676e-07,0.9689759596282191,0.24715499114099815
1740924396.4431605,-0.5729859756308725,7.546164137795972,-0.005105924116748872,-4.039320324526397e-06,5.862020052458203e-07,0.9689796440849555,0.24714054570695873
1740924396.4552088,-0.5773766333044698,7.5485561860057055,-0.005105923239429572,-4.039046052809666e-06,5.846861451063482e-07,0.9689833282626273,0.24712610046780917
1740924396.4626343,-0.5817673592345319,7.550948109236198,-0.005105922136646512,-4.0388912097293786e-06,5.834267532355724e-07,0.9689870047304999,0.24711168456137675
1740924396.4708655,-0.5861581547042892,7.553339905005316,-0.005105920865835584,-4.039036582223985e-06,5.818603574880224e-07,0.9689906771072945,0.2470972838023409
1740924396.483079,-0.5905490211498814,7.555731570507606,-0.005105919492755545,-4.0394211881287024e-06,5.803156797683646e-07,0.968994349284425,0.24708288293242806
1740924396.4927495,-0.594939955507316,7.558123111165339,-0.005105918087891376,-4.039908067776763e-06,5.79371636685822e-07,0.9689980136362025,0.24706851185943876
1740924396.5055954,-0.5993309590910866,7.560514524340243,-0.005105916721777931,-4.040653647839029e-06,5.784108187348895e-07,0.9690016739060621,0.24705415590632807
1740924396.5161982,-0.6037220333573142,7.5629058070904,-0.005105915460677096,-4.041566159069696e-06,5.776876237055917e-07,0.9690053341037926,0.24703979934765424
1740924396.524802,-0.6081131751170705,7.565296964977632,-0.005105914363134373,-4.042470935469876e-06,5.776889904347627e-07,0.9690089863796973,0.24702547297539262
1740924396.5377848,-0.6125043872756805,7.567687992364351,-0.005105913476377899,-4.043531574422642e-06,5.774938121634817e-07,0.9690126386265867,0.2470111458320383
1740924396.5498593,-0.6168956697385064,7.570078889102187,-0.005105912834932835,-4.044523089033469e-06,5.776117590986774e-07,0.9690162908823565,0.24699681776878946
1740924396.5564084,-0.6212870450817997,7.572469613406851,-0.005105912459122869,-4.045919827645982e-06,5.757928082892212e-07,0.9690200002854241,0.24698226460646064
1740924396.569317,-0.6256784916288216,7.574860204773938,-0.005105912359809395,-4.04622111299829e-06,5.775261940477677e-07,0.9690237097866256,0.24696771014580063
1740924396.5746138,-0.6300700067542498,7.577250667826912,-0.005105912536565949,-4.046526870573301e-06,5.782816422918119e-07,0.9690274128613015,0.2469531799888882
1740924396.586211,-0.6344615927288983,7.579640998204258,-0.005105912978525806,-4.046782428401709e-06,5.781244017321849e-07,0.9690311157477399,0.246938649660153
1740924396.5984251,-0.6388532466798967,7.582031201050018,-0.005105913666021977,-4.046688526641282e-06,5.782108028534753e-07,0.9690348113510729,0.24692414700284102
1740924396.6052501,-0.6432449698006458,7.58442127412429,-0.005105914569204367,-4.04639335247523e-06,5.780487981216926e-07,0.969038503074513,0.24690965866567458
1740924396.6175869,-0.6476367634353046,7.586811214978983,-0.005105915647696441,-4.045858700488472e-06,5.779192067360258e-07,0.969042194504221,0.24689517057597668
1740924396.6308968,-0.6520286247095778,7.589201028988467,-0.005105916851420533,-4.044992080136945e-06,5.783301162564626e-07,0.9690458783825047,0.24688071122139857
1740924396.6369355,-0.6564205563625299,7.591590711281623,-0.005105918121830422,-4.044038136614811e-06,5.784720824699001e-07,0.9690495618898277,0.24686625242111196
1740924396.6473372,-0.6608125569469,7.593980264713172,-0.005105919395026276,-4.042858658468656e-06,5.790098903539009e-07,0.969053241338272,0.24685180865269957
1740924396.6608803,-0.6652046264242195,7.596369689594357,-0.005105920605285197,-4.041591926194043e-06,5.795349014892649e-07,0.9690569167073709,0.24683737999932942
1740924396.6682367,-0.6695967662376627,7.598758983533855,-0.005105921688685289,-4.040319359855828e-06,5.79861462021861e-07,0.9690605916993958,0.24682295192821263
1740924396.6782944,-0.6739889719197818,7.601148155013997,-0.0051059225872009395,-4.038931079788871e-06,5.805547295816752e-07,0.9690642549493961,0.2468085690625873
1740924396.6865625,-0.6783812478523692,7.603537196277334,-0.005105923251866845,-4.0377982806506105e-06,5.803384087425193e-07,0.9690679178067324,0.24679418684621332
1740924396.6964703,-0.6827735941336152,7.605926107414586,-0.005105923645693761,-4.036735581475937e-06,5.800875795578718e-07,0.9690715803703824,0.2467798048905494
1740924396.7104633,-0.6871660077814494,7.6083148941879335,-0.005105923746332425,-4.035767236633408e-06,5.798789612345077e-07,0.9690752348840084,0.24676545365565292
1740924396.7152276,-0.6915584918430695,7.610703551277608,-0.005105923547000207,-4.035150866095036e-06,5.788869756309057e-07,0.9690788890761416,0.2467511027945641
1740924396.72658,-0.6959510416938798,7.6130920874377015,-0.005105923057176498,-4.034647213530789e-06,5.781848325963862e-07,0.9690825310777917,0.24673679892397068
1740924396.734908,-0.7003436603488877,7.615480497383687,-0.005105922302178323,-4.034570451051393e-06,5.767047154465442e-07,0.9690861686745192,0.24672251147216195
1740924396.7489395,-0.7047363494879166,7.617868778245998,-0.005105921321450074,-4.034784589566802e-06,5.750785386360216e-07,0.9690898060314724,0.24670822408114654
1740924396.7592733,-0.709129189445915,7.620256782464087,-0.005105920163939598,-4.0370288283849236e-06,5.66660124542265e-07,0.9690936448855683,0.24669314426182465
1740924396.770349,-0.7135221036226103,7.622644650929625,-0.005105918891797484,-4.036275589254421e-06,5.708574630977121e-07,0.9690974832661624,0.24667806532112366
1740924396.7788594,-0.7179150911548334,7.62503238562202,-0.005105917573920399,-4.036775811931291e-06,5.713407148427273e-07,0.9691013175884727,0.2466630013432579
1740924396.7866461,-0.7223081520746021,7.627419986639548,-0.005105916276921835,-4.037841062365469e-06,5.706650835476627e-07,0.9691051480844393,0.24664795141984783
1740924396.796541,-0.7267012878546208,7.629807451388123,-0.005105915066009131,-4.039164223850078e-06,5.698966483701416e-07,0.969108978438737,0.2466329010752377
1740924396.806741,-0.7310944971361433,7.632194782468106,-0.005105913999924161,-4.040535281587731e-06,5.696407762079883e-07,0.9691128050628034,0.2466178644110248
1740924396.8124845,-0.7354877784107282,7.634581982749951,-0.0051059131278832215,-4.041923600515806e-06,5.697271797428915e-07,0.9691166241831396,0.24660285625923734
1740924396.823701,-0.7398811330241436,7.636969049834823,-0.005105912487348818,-4.0433431679819275e-06,5.697452983042687e-07,0.9691204394493621,0.24658786228199092
1740924396.840297,-0.7442745609274263,7.6393559838649425,-0.005105912103714139,-4.044645724412257e-06,5.698928796956223e-07,0.9691242508739408,0.2465728824330431
1740924396.8442106,-0.7486680620340889,7.6417427850297726,-0.0051059119909153405,-4.045781389168196e-06,5.700198604377971e-07,0.9691280583905597,0.24655791697581084
1740924396.855618,-0.753061637774284,7.644129450696867,-0.005105912152472691,-4.046743551059991e-06,5.698954282819531e-07,0.9691318657826226,0.24654295104097407
1740924396.8705013,-0.7574552850486931,7.646515986539118,-0.005105912582737682,-4.047369010564885e-06,5.70027217844763e-07,0.969135665261397,0.24652801524703669
1740924396.8759904,-0.76184900517537,7.648902390073587,-0.0051059132662747975,-4.047823645284635e-06,5.697610360211159e-07,0.9691394605463503,0.24651309497716278
1740924396.8873968,-0.7662427996220156,7.6512886585054485,-0.005105914177184395,-4.0480501854329315e-06,5.694005338542417e-07,0.9691432555977845,0.24649817466386373
1740924396.8948832,-0.7706366683439314,7.653674791803594,-0.005105915278476841,-4.04799928092847e-06,5.692628083701017e-07,0.9691470503952067,0.2464832543877175
1740924396.9069605,-0.7750306081128162,7.656060795788584,-0.0051059165221221114,-4.047639311407198e-06,5.695972739297784e-07,0.9691508369312306,0.24646836563499855
1740924396.915521,-0.7794246185800936,7.658446670976176,-0.005105917850173475,-4.0471317166077496e-06,5.698785942386401e-07,0.9691546148685861,0.24645350973808153
1740924396.9245787,-0.783818702775041,7.660832411651184,-0.005105919197457565,-4.0465464526697825e-06,5.699107175882745e-07,0.9691583924488142,0.2464386542921604
1740924396.937249,-0.7882128606004957,7.663218017850869,-0.005105920495523691,-4.045762716923809e-06,5.702240737433992e-07,0.9691621696878359,0.2464237992347188
1740924396.948274,-0.7926070869623106,7.665603498833475,-0.005105921676777536,-4.044742469233095e-06,5.710283097169355e-07,0.9691659340138794,0.2464089940126351
