timestamp,source,x,y,z,qx,qy,qz,qw
1741034756.9454257,yaw_rate,9.07350000002548,3.293000254229587e-08,0.0,0.0,0.0,0.7068252082687166,0.7073882420254702
1741034756.9555235,single_track,9.07350000002534,3.1915139814543e-08,0.0,0.0,0.0,0.706825181105366,0.7073882691671998
1741034756.9558475,double_track,9.073500000025426,3.203824114271398e-08,0.0,0.0,0.0,0.7068261634111942,0.7073872876419337
1741034756.956261,yaw_rate,9.073500000025499,3.295530255076684e-08,0.0,0.0,0.0,0.7068252082874502,0.7073882420067517
1741034756.9565508,single_track,9.07350000002536,3.193927926325491e-08,0.0,0.0,0.0,0.706825181105366,0.7073882691671998
1741034756.9568355,double_track,9.073500000025444,3.206080904951331e-08,0.0,0.0,0.0,0.7068261641020065,0.7073872869516693
1741034756.9599826,single_track,9.07350000002538,3.196292202249955e-08,0.0,0.0,0.0,0.706825181105366,0.7073882691671998
1741034756.962987,double_track,9.073500000025463,3.208551809031951e-08,0.0,0.0,0.0,0.7068261648583604,0.7073872861959155
1741034756.9635704,yaw_rate,9.073500000025518,3.298060255329828e-08,0.0,0.0,0.0,0.7068252083082652,0.7073882419859532
1741034756.9699216,single_track,9.0735000000254,3.198766072170332e-08,0.0,0.0,0.0,0.706825181105366,0.7073882691671998
1741034756.9727838,double_track,9.073500000025483,3.2109749129846105e-08,0.0,0.0,0.0,0.7068261656000784,0.7073872854547857
1741034756.973235,yaw_rate,9.073500000025538,3.30059026082599e-08,0.0,0.0,0.0,0.7068252083311602,0.7073882419630765
1741034756.9802682,single_track,9.073500000025419,3.2012619595302224e-08,0.0,0.0,0.0,0.706825181105366,0.7073882691671998
1741034756.9828665,double_track,9.073500000025502,3.21345719954645e-08,0.0,0.0,0.0,0.7068261663599166,0.7073872846955503
1741034756.9833786,yaw_rate,9.073500000025557,3.303120282647635e-08,0.0,0.0,0.0,0.7068252083519748,0.7073882419422785
1741034756.9900017,single_track,9.073500000025438,3.2036808597572866e-08,0.0,0.0,0.0,0.706825181105366,0.7073882691671998
1741034756.996111,yaw_rate,9.073500000025577,3.30565030177669e-08,0.0,0.0,0.0,0.7068252083707082,0.70738824192356
1741034756.9970639,double_track,9.073500000025529,3.216865936916432e-08,0.0,0.0,0.0,0.7068261674033318,0.7073872836529627
1741034757.000556,single_track,9.073500000025458,3.20617791045992e-08,0.0,0.0,0.0,0.706825181105366,0.7073882691671998
1741034757.002765,double_track,9.073500000025541,3.2183948095162804e-08,0.0,0.0,0.0,0.7068261678713217,0.707387283185344
1741034757.0032017,yaw_rate,9.073500000025597,3.308180335090048e-08,0.0,0.0,0.0,0.706825208391523,0.7073882419027617
1741034757.0100176,single_track,9.073500000025478,3.2085892811626804e-08,0.0,0.0,0.0,0.706825181105366,0.7073882691671998
1741034757.0128467,double_track,9.073500000025561,3.220869300001635e-08,0.0,0.0,0.0,0.7068261686287662,0.7073872824285004
1741034757.0133433,yaw_rate,9.073500000025616,3.3107103767903423e-08,0.0,0.0,0.0,0.7068252084123388,0.7073882418819625
1741034757.0210586,single_track,9.073500000025497,3.211083218155742e-08,0.0,0.0,0.0,0.706825181105366,0.7073882691671998
1741034757.023008,double_track,9.07350000002558,3.2233459573213916e-08,0.0,0.0,0.0,0.7068261693868687,0.7073872816709992
1741034757.0255682,yaw_rate,9.073500000025636,3.3132404164503696e-08,0.0,0.0,0.0,0.706825208433153,0.7073882418611648
1741034757.0303564,single_track,9.073500000025517,3.213479411633495e-08,0.0,0.0,0.0,0.706825181105366,0.7073882691671998
1741034757.0329134,double_track,9.0735000000256,3.225799470624119e-08,0.0,0.0,0.0,0.7068261701378892,0.7073872809205746
1741034757.0336258,yaw_rate,9.073500000025655,3.3157704765458814e-08,0.0,0.0,0.0,0.7068252084560476,0.7073882418382885
1741034757.0410001,single_track,9.073500000025536,3.215903108002442e-08,0.0,0.0,0.0,0.706825181105366,0.7073882691671998
1741034757.0430515,double_track,9.07350000002562,3.228254539490702e-08,0.0,0.0,0.0,0.7068261708893777,0.7073872801696821
1741034757.04358,yaw_rate,9.073500000025675,3.318300539824948e-08,0.0,0.0,0.0,0.7068252084747815,0.7073882418195695
1741034757.0506878,single_track,9.073500000025556,3.218249937773536e-08,0.0,0.0,0.0,0.706825181105366,0.7073882691671998
1741034757.0530918,double_track,9.07350000002564,3.230706318569118e-08,0.0,0.0,0.0,0.7068261716398568,0.7073872794197982
1741034757.054086,yaw_rate,9.073500000025694,3.320830610966394e-08,0.0,0.0,0.0,0.7068252084955955,0.707388241798772
1741034757.0602527,single_track,9.073500000025575,3.220706906051298e-08,0.0,0.0,0.0,0.706825181105366,0.7073882691671998
1741034757.062827,double_track,9.073500000025659,3.2331319099220155e-08,0.0,0.0,0.0,0.706826172382318,0.707387278677926
1741034757.0637662,yaw_rate,9.073500000025714,3.323360691098419e-08,0.0,0.0,0.0,0.7068252085372239,0.7073882417571767
1741034757.0702202,single_track,9.073500000025595,3.223132418845024e-08,0.0,0.0,0.0,0.706825181105366,0.7073882691671998
1741034757.072969,double_track,9.073500000025678,3.2356442873418094e-08,0.0,0.0,0.0,0.706826173151351,0.707387277909503
1741034757.0737762,yaw_rate,9.073500000025733,3.325890771230444e-08,0.0,0.0,0.0,0.7068252085372239,0.7073882417571767
1741034757.0814683,single_track,9.073500000025616,3.2257464622161494e-08,0.0,0.0,0.0,0.706825181105366,0.7073882691671998
1741034757.0829303,double_track,9.073500000025698,3.238097810290457e-08,0.0,0.0,0.0,0.7068261739023688,0.7073872771590809
