Time (s),X (m),Y (m)
77.86,-7.556,-4.944
77.87,-7.551,-4.943
77.88,-7.547,-4.943
77.89,-7.542,-4.942
77.90,-7.537,-4.941
77.91,-7.532,-4.941
77.92,-7.527,-4.940
77.94,-7.522,-4.940
77.94,-7.517,-4.939
77.95,-7.512,-4.939
77.97,-7.507,-4.938
77.98,-7.502,-4.937
77.99,-7.497,-4.937
78.00,-7.492,-4.936
78.01,-7.487,-4.935
78.02,-7.482,-4.935
78.03,-7.478,-4.934
78.05,-7.473,-4.933
78.05,-7.468,-4.932
78.06,-7.463,-4.932
78.08,-7.458,-4.931
78.09,-7.453,-4.930
78.10,-7.448,-4.929
78.11,-7.443,-4.928
78.11,-7.438,-4.928
78.13,-7.433,-4.927
78.13,-7.428,-4.926
78.14,-7.424,-4.925
78.16,-7.419,-4.924
78.16,-7.414,-4.923
78.17,-7.409,-4.922
78.19,-7.404,-4.921
78.19,-7.399,-4.920
78.20,-7.394,-4.919
78.21,-7.389,-4.918
78.22,-7.385,-4.917
78.23,-7.380,-4.916
78.25,-7.375,-4.915
78.25,-7.370,-4.914
78.26,-7.365,-4.913
78.27,-7.360,-4.912
78.29,-7.355,-4.911
78.30,-7.350,-4.910
78.31,-7.346,-4.909
78.32,-7.341,-4.908
78.33,-7.336,-4.907
78.34,-7.331,-4.905
78.35,-7.326,-4.904
78.36,-7.321,-4.903
78.37,-7.317,-4.902
78.38,-7.312,-4.901
78.39,-7.307,-4.900
78.40,-7.302,-4.898
78.41,-7.297,-4.897
78.42,-7.292,-4.896
78.43,-7.288,-4.895
78.44,-7.283,-4.893
78.45,-7.278,-4.892
78.46,-7.273,-4.891
78.47,-7.268,-4.889
78.48,-7.264,-4.888
78.49,-7.259,-4.887
78.50,-7.254,-4.886
78.51,-7.249,-4.884
78.52,-7.244,-4.883
78.53,-7.240,-4.881
78.54,-7.235,-4.880
78.55,-7.230,-4.879
78.57,-7.225,-4.877
78.57,-7.221,-4.876
78.59,-7.216,-4.874
78.60,-7.211,-4.873
78.61,-7.206,-4.871
78.62,-7.201,-4.870
78.63,-7.197,-4.869
78.64,-7.192,-4.867
78.65,-7.187,-4.865
78.66,-7.182,-4.864
78.67,-7.178,-4.862
78.67,-7.173,-4.861
78.69,-7.168,-4.859
78.70,-7.163,-4.858
78.70,-7.159,-4.856
78.72,-7.154,-4.855
78.72,-7.149,-4.853
78.73,-7.145,-4.852
78.74,-7.140,-4.850
78.75,-7.135,-4.848
78.76,-7.130,-4.847
78.79,-7.121,-4.843
78.79,-7.116,-4.842
78.80,-7.112,-4.840
78.81,-7.107,-4.838
78.82,-7.102,-4.837
78.84,-7.098,-4.835
78.84,-7.093,-4.833
78.85,-7.088,-4.832
78.87,-7.083,-4.830
78.87,-7.079,-4.828
78.88,-7.074,-4.827
78.90,-7.069,-4.825
78.90,-7.065,-4.823
78.91,-7.060,-4.821
78.93,-7.055,-4.820
78.93,-7.051,-4.818
78.94,-7.046,-4.816
78.96,-7.041,-4.814
78.96,-7.037,-4.812
78.97,-7.032,-4.811
78.99,-7.028,-4.809
78.99,-7.023,-4.807
79.00,-7.018,-4.805
79.01,-7.014,-4.803
79.02,-7.009,-4.801
79.03,-7.004,-4.800
79.05,-7.000,-4.798
79.06,-6.995,-4.796
79.07,-6.990,-4.794
79.08,-6.986,-4.792
79.09,-6.981,-4.790
79.10,-6.977,-4.788
79.11,-6.972,-4.786
79.12,-6.967,-4.784
79.13,-6.963,-4.783
79.14,-6.958,-4.781
79.15,-6.954,-4.779
79.16,-6.949,-4.777
79.17,-6.944,-4.775
79.18,-6.940,-4.773
79.19,-6.935,-4.771
79.20,-6.931,-4.769
79.21,-6.926,-4.767
79.22,-6.921,-4.765
79.23,-6.917,-4.763
79.23,-6.912,-4.761
79.25,-6.908,-4.759
79.26,-6.903,-4.757
79.26,-6.899,-4.755
79.28,-6.894,-4.753
79.29,-6.890,-4.751
79.29,-6.885,-4.749
79.30,-6.880,-4.747
79.32,-6.876,-4.745
79.33,-6.871,-4.743
79.34,-6.867,-4.740
79.35,-6.862,-4.738
79.36,-6.858,-4.736
79.37,-6.853,-4.734
79.38,-6.849,-4.732
79.40,-6.844,-4.730
79.40,-6.840,-4.728
79.41,-6.835,-4.726
79.43,-6.831,-4.724
79.43,-6.826,-4.722
79.44,-6.822,-4.719
79.46,-6.817,-4.717
79.46,-6.812,-4.715
79.47,-6.808,-4.713
79.49,-6.803,-4.711
79.50,-6.799,-4.709
79.51,-6.794,-4.706
79.52,-6.790,-4.704
79.53,-6.785,-4.702
79.54,-6.781,-4.700
79.55,-6.777,-4.698
79.56,-6.772,-4.696
79.57,-6.768,-4.693
79.59,-6.763,-4.691
79.59,-6.759,-4.689
79.60,-6.754,-4.687
79.61,-6.750,-4.684
79.62,-6.745,-4.682
79.63,-6.741,-4.680
79.65,-6.736,-4.678
79.65,-6.732,-4.676
79.66,-6.727,-4.673
79.67,-6.723,-4.671
79.68,-6.718,-4.669
79.69,-6.714,-4.667
79.71,-6.709,-4.664
79.71,-6.705,-4.662
79.72,-6.701,-4.660
79.73,-6.696,-4.657
79.74,-6.692,-4.655
79.75,-6.687,-4.653
79.76,-6.683,-4.651
79.77,-6.678,-4.648
79.78,-6.674,-4.646
79.79,-6.670,-4.644
79.81,-6.665,-4.641
79.81,-6.661,-4.639
79.83,-6.656,-4.637
79.83,-6.652,-4.634
79.84,-6.647,-4.632
79.86,-6.643,-4.630
79.87,-6.639,-4.627
79.87,-6.634,-4.625
79.89,-6.630,-4.623
79.90,-6.625,-4.620
79.90,-6.621,-4.618
79.92,-6.616,-4.616
79.93,-6.612,-4.613
79.94,-6.608,-4.611
79.95,-6.603,-4.608
79.96,-6.599,-4.606
79.97,-6.595,-4.604
79.98,-6.590,-4.601
79.99,-6.586,-4.599
80.00,-6.581,-4.597
80.01,-6.577,-4.594
80.02,-6.573,-4.592
80.03,-6.568,-4.589
80.04,-6.564,-4.587
80.05,-6.559,-4.585
80.06,-6.555,-4.582
80.07,-6.551,-4.580
80.08,-6.546,-4.577
80.09,-6.542,-4.575
80.10,-6.538,-4.572
80.11,-6.533,-4.570
80.12,-6.529,-4.568
80.13,-6.524,-4.565
80.14,-6.520,-4.563
80.15,-6.516,-4.560
80.16,-6.511,-4.558
80.17,-6.507,-4.555
80.18,-6.503,-4.553
80.19,-6.498,-4.550
80.20,-6.494,-4.548
80.21,-6.490,-4.546
80.23,-6.485,-4.543
80.23,-6.481,-4.541
80.25,-6.477,-4.538
80.25,-6.472,-4.536
80.26,-6.468,-4.533
80.27,-6.464,-4.531
80.28,-6.459,-4.528
80.29,-6.455,-4.526
80.31,-6.451,-4.523
80.31,-6.446,-4.521
80.32,-6.442,-4.518
80.34,-6.438,-4.516
80.35,-6.433,-4.513
80.35,-6.429,-4.511
80.37,-6.425,-4.508
80.37,-6.420,-4.506
80.38,-6.416,-4.503
80.40,-6.412,-4.501
80.41,-6.407,-4.498
80.42,-6.403,-4.496
80.43,-6.399,-4.493
80.44,-6.394,-4.491
80.44,-6.390,-4.488
80.46,-6.386,-4.486
80.47,-6.381,-4.483
80.48,-6.377,-4.481
80.49,-6.373,-4.478
80.50,-6.368,-4.476
80.51,-6.364,-4.473
80.52,-6.360,-4.470
80.53,-6.355,-4.468
80.54,-6.351,-4.465
80.55,-6.347,-4.463
80.56,-6.343,-4.460
80.57,-6.338,-4.458
80.58,-6.334,-4.455
80.59,-6.330,-4.453
80.60,-6.325,-4.450
80.61,-6.321,-4.448
80.62,-6.317,-4.445
80.63,-6.312,-4.442
80.64,-6.308,-4.440
80.65,-6.304,-4.437
80.66,-6.300,-4.435
80.67,-6.295,-4.432
80.68,-6.291,-4.430
80.69,-6.287,-4.427
80.70,-6.282,-4.425
80.71,-6.278,-4.422
80.72,-6.274,-4.419
80.73,-6.270,-4.417
80.74,-6.265,-4.414
80.75,-6.261,-4.412
80.76,-6.257,-4.409
80.77,-6.252,-4.406
80.78,-6.248,-4.404
80.79,-6.244,-4.401
80.80,-6.240,-4.399
80.81,-6.235,-4.396
80.82,-6.231,-4.394
80.83,-6.227,-4.391
80.84,-6.222,-4.388
80.85,-6.218,-4.386
80.87,-6.214,-4.383
80.87,-6.210,-4.381
80.88,-6.205,-4.378
80.89,-6.201,-4.375
80.90,-6.197,-4.373
80.91,-6.193,-4.370
80.93,-6.188,-4.368
80.93,-6.184,-4.365
80.95,-6.180,-4.362
80.95,-6.176,-4.360
80.96,-6.171,-4.357
80.98,-6.167,-4.355
80.98,-6.163,-4.352
80.99,-6.158,-4.349
81.01,-6.154,-4.347
81.01,-6.150,-4.344
81.02,-6.146,-4.342
81.05,-6.141,-4.339
81.05,-6.137,-4.336
81.07,-6.133,-4.334
81.07,-6.129,-4.331
81.08,-6.124,-4.328
81.09,-6.120,-4.326
81.10,-6.116,-4.323
81.11,-6.112,-4.321
81.12,-6.107,-4.318
81.12,-6.103,-4.315
81.14,-6.099,-4.313
81.14,-6.095,-4.310
81.15,-6.090,-4.307
81.16,-6.086,-4.305
81.18,-6.082,-4.302
81.19,-6.078,-4.300
81.20,-6.073,-4.297
81.20,-6.069,-4.294
81.21,-6.065,-4.292
81.23,-6.060,-4.289
81.24,-6.056,-4.286
81.25,-6.052,-4.284
81.26,-6.048,-4.281
81.27,-6.043,-4.279
81.28,-6.039,-4.276
81.29,-6.035,-4.273
81.30,-6.031,-4.271
81.31,-6.026,-4.268
81.32,-6.022,-4.265
81.33,-6.018,-4.263
81.34,-6.014,-4.260
81.35,-6.009,-4.257
81.36,-6.005,-4.255
81.37,-6.001,-4.252
81.38,-5.997,-4.250
81.39,-5.992,-4.247
81.40,-5.988,-4.244
81.41,-5.984,-4.242
81.42,-5.980,-4.239
81.43,-5.975,-4.236
81.43,-5.971,-4.234
81.45,-5.967,-4.231
81.46,-5.963,-4.228
81.47,-5.959,-4.226
81.48,-5.954,-4.223
81.49,-5.950,-4.221
81.50,-5.946,-4.218
81.51,-5.942,-4.215
81.52,-5.937,-4.213
81.53,-5.933,-4.210
81.54,-5.929,-4.207
81.55,-5.925,-4.205
81.56,-5.920,-4.202
81.57,-5.916,-4.199
81.59,-5.912,-4.197
81.59,-5.908,-4.194
81.60,-5.903,-4.191
81.61,-5.899,-4.189
81.62,-5.895,-4.186
81.63,-5.891,-4.184
81.64,-5.886,-4.181
81.65,-5.882,-4.178
81.66,-5.878,-4.176
81.67,-5.874,-4.173
81.68,-5.869,-4.170
81.69,-5.865,-4.168
81.70,-5.861,-4.165
81.71,-5.857,-4.162
81.72,-5.852,-4.160
81.73,-5.848,-4.157
81.75,-5.844,-4.154
81.75,-5.840,-4.152
81.76,-5.835,-4.149
81.77,-5.831,-4.147
81.78,-5.827,-4.144
81.79,-5.823,-4.141
81.81,-5.818,-4.139
81.81,-5.814,-4.136
81.82,-5.810,-4.133
81.83,-5.806,-4.131
81.85,-5.801,-4.128
81.86,-5.797,-4.125
81.87,-5.793,-4.123
81.88,-5.789,-4.120
81.89,-5.784,-4.117
81.90,-5.780,-4.115
81.91,-5.776,-4.112
81.92,-5.772,-4.110
81.93,-5.768,-4.107
81.94,-5.763,-4.104
81.95,-5.759,-4.102
81.96,-5.755,-4.099
81.97,-5.751,-4.096
81.98,-5.746,-4.094
81.99,-5.742,-4.091
82.00,-5.738,-4.088
82.01,-5.734,-4.086
82.02,-5.729,-4.083
82.03,-5.725,-4.080
82.04,-5.721,-4.078
82.05,-5.717,-4.075
82.06,-5.712,-4.073
82.07,-5.708,-4.070
82.09,-5.704,-4.067
82.10,-5.700,-4.065
82.11,-5.695,-4.062
82.12,-5.691,-4.059
82.13,-5.687,-4.057
82.15,-5.683,-4.054
82.15,-5.678,-4.051
82.16,-5.674,-4.049
82.17,-5.670,-4.046
82.18,-5.666,-4.044
82.19,-5.661,-4.041
82.20,-5.657,-4.038
82.21,-5.653,-4.036
82.22,-5.649,-4.033
82.23,-5.644,-4.030
82.24,-5.640,-4.028
82.25,-5.636,-4.025
82.26,-5.632,-4.022
82.27,-5.627,-4.020
82.28,-5.623,-4.017
82.30,-5.619,-4.015
82.31,-5.615,-4.012
82.32,-5.610,-4.009
82.33,-5.606,-4.007
82.33,-5.602,-4.004
82.35,-5.598,-4.001
82.36,-5.593,-3.999
82.37,-5.589,-3.996
82.38,-5.585,-3.994
82.39,-5.581,-3.991
82.39,-5.576,-3.988
82.41,-5.572,-3.986
82.42,-5.568,-3.983
82.42,-5.563,-3.980
82.44,-5.559,-3.978
82.44,-5.555,-3.975
82.46,-5.551,-3.973
82.47,-5.546,-3.970
82.48,-5.542,-3.967
82.49,-5.538,-3.965
82.49,-5.534,-3.962
82.51,-5.529,-3.960
82.51,-5.525,-3.957
82.52,-5.521,-3.954
82.54,-5.517,-3.952
82.54,-5.512,-3.949
82.55,-5.508,-3.946
82.57,-5.504,-3.944
82.58,-5.500,-3.941
82.59,-5.495,-3.939
82.60,-5.491,-3.936
82.61,-5.487,-3.933
82.62,-5.483,-3.931
82.63,-5.478,-3.928
82.64,-5.474,-3.926
82.65,-5.470,-3.923
82.66,-5.465,-3.920
82.67,-5.461,-3.918
82.68,-5.457,-3.915
82.69,-5.453,-3.913
82.70,-5.448,-3.910
82.71,-5.444,-3.907
82.72,-5.440,-3.905
82.73,-5.436,-3.902
82.74,-5.431,-3.900
82.75,-5.427,-3.897
82.77,-5.423,-3.894
82.77,-5.418,-3.892
82.79,-5.414,-3.889
82.80,-5.410,-3.887
82.80,-5.406,-3.884
82.82,-5.401,-3.881
82.83,-5.397,-3.879
82.83,-5.393,-3.876
82.85,-5.389,-3.874
82.86,-5.384,-3.871
82.87,-5.380,-3.868
82.88,-5.376,-3.866
82.89,-5.371,-3.863
82.90,-5.367,-3.861
82.92,-5.363,-3.858
82.93,-5.359,-3.855
82.94,-5.354,-3.853
82.94,-5.350,-3.850
82.95,-5.346,-3.848
82.97,-5.341,-3.845
82.98,-5.337,-3.843
82.98,-5.333,-3.840
82.99,-5.329,-3.837
83.00,-5.324,-3.835
83.01,-5.320,-3.832
83.02,-5.316,-3.830
83.03,-5.311,-3.827
83.04,-5.307,-3.824
83.05,-5.303,-3.822
83.06,-5.299,-3.819
83.07,-5.294,-3.817
83.08,-5.290,-3.814
83.09,-5.286,-3.812
83.10,-5.281,-3.809
83.11,-5.277,-3.806
83.12,-5.273,-3.804
83.13,-5.269,-3.801
83.14,-5.264,-3.799
83.15,-5.260,-3.796
83.16,-5.256,-3.794
83.17,-5.251,-3.791
83.18,-5.247,-3.789
83.19,-5.243,-3.786
83.21,-5.239,-3.783
83.21,-5.234,-3.781
83.22,-5.230,-3.778
83.24,-5.226,-3.776
83.25,-5.221,-3.773
83.26,-5.217,-3.771
83.27,-5.213,-3.768
83.28,-5.208,-3.766
83.28,-5.204,-3.763
83.30,-5.200,-3.760
83.30,-5.196,-3.758
83.31,-5.191,-3.755
83.32,-5.187,-3.753
83.33,-5.183,-3.750
83.34,-5.178,-3.748
83.35,-5.174,-3.745
83.36,-5.170,-3.743
83.37,-5.165,-3.740
83.38,-5.161,-3.737
83.39,-5.157,-3.735
83.40,-5.153,-3.732
83.41,-5.148,-3.730
83.41,-5.144,-3.727
83.42,-5.140,-3.725
83.44,-5.135,-3.722
83.45,-5.131,-3.720
83.46,-5.127,-3.717
83.47,-5.122,-3.715
83.48,-5.118,-3.712
83.49,-5.114,-3.710
83.50,-5.109,-3.707
83.51,-5.105,-3.704
83.52,-5.101,-3.702
83.53,-5.097,-3.699
83.54,-5.092,-3.697
83.55,-5.088,-3.694
83.56,-5.084,-3.692
83.57,-5.079,-3.689
83.58,-5.075,-3.687
83.59,-5.071,-3.684
83.60,-5.066,-3.682
83.61,-5.062,-3.679
83.62,-5.058,-3.677
83.63,-5.053,-3.674
83.64,-5.049,-3.672
83.65,-5.045,-3.669
83.66,-5.040,-3.667
83.67,-5.036,-3.664
83.68,-5.032,-3.662
83.69,-5.027,-3.659
83.70,-5.023,-3.657
83.71,-5.019,-3.654
83.72,-5.014,-3.652
83.73,-5.010,-3.649
83.74,-5.006,-3.647
83.75,-5.001,-3.644
83.77,-4.997,-3.642
83.78,-4.993,-3.639
83.79,-4.989,-3.637
83.80,-4.984,-3.634
83.81,-4.980,-3.632
83.82,-4.976,-3.629
83.83,-4.971,-3.627
83.84,-4.967,-3.624
83.85,-4.963,-3.622
83.86,-4.958,-3.619
83.87,-4.954,-3.617
83.88,-4.950,-3.614
83.89,-4.945,-3.612
83.90,-4.941,-3.609
83.91,-4.937,-3.607
83.92,-4.932,-3.604
83.93,-4.928,-3.602
83.94,-4.924,-3.599
83.95,-4.919,-3.597
83.96,-4.915,-3.594
83.97,-4.910,-3.592
83.98,-4.906,-3.589
83.99,-4.902,-3.587
84.00,-4.897,-3.584
84.01,-4.893,-3.582
84.02,-4.889,-3.579
84.03,-4.884,-3.577
84.04,-4.880,-3.574
84.05,-4.876,-3.572
84.06,-4.871,-3.569
84.07,-4.867,-3.567
84.08,-4.863,-3.564
84.09,-4.858,-3.562
84.10,-4.854,-3.559
84.11,-4.850,-3.557
84.12,-4.845,-3.554
84.13,-4.841,-3.552
84.14,-4.837,-3.550
84.15,-4.832,-3.547
84.16,-4.828,-3.545
84.17,-4.824,-3.542
84.18,-4.819,-3.540
84.19,-4.815,-3.537
84.20,-4.811,-3.535
84.21,-4.806,-3.532
84.22,-4.802,-3.530
84.24,-4.797,-3.527
84.24,-4.793,-3.525
84.25,-4.789,-3.522
84.26,-4.784,-3.520
84.27,-4.780,-3.518
84.29,-4.776,-3.515
84.29,-4.771,-3.513
84.30,-4.767,-3.510
84.32,-4.763,-3.508
84.32,-4.758,-3.505
84.34,-4.754,-3.503
84.34,-4.750,-3.500
84.35,-4.745,-3.498
84.36,-4.741,-3.496
84.37,-4.736,-3.493
84.38,-4.732,-3.491
84.39,-4.728,-3.488
84.41,-4.723,-3.486
84.41,-4.719,-3.483
84.43,-4.715,-3.481
84.43,-4.710,-3.478
84.45,-4.706,-3.476
84.46,-4.702,-3.474
84.47,-4.697,-3.471
84.48,-4.693,-3.469
84.49,-4.688,-3.466
84.50,-4.684,-3.464
84.51,-4.680,-3.461
84.52,-4.675,-3.459
84.53,-4.671,-3.457
84.54,-4.667,-3.454
84.55,-4.662,-3.452
84.56,-4.658,-3.449
84.57,-4.653,-3.447
84.58,-4.649,-3.444
84.59,-4.645,-3.442
84.60,-4.640,-3.440
84.61,-4.636,-3.437
84.62,-4.632,-3.435
84.63,-4.627,-3.432
84.64,-4.623,-3.430
84.65,-4.618,-3.427
84.66,-4.614,-3.425
84.67,-4.610,-3.423
84.68,-4.605,-3.420
84.69,-4.601,-3.418
84.70,-4.597,-3.415
84.71,-4.592,-3.413
84.72,-4.588,-3.411
84.73,-4.583,-3.408
84.74,-4.579,-3.406
84.75,-4.575,-3.403
84.76,-4.570,-3.401
84.77,-4.566,-3.399
84.78,-4.562,-3.396
84.79,-4.557,-3.394
84.80,-4.553,-3.391
84.81,-4.548,-3.389
84.82,-4.544,-3.387
84.84,-4.540,-3.384
84.84,-4.535,-3.382
84.86,-4.531,-3.379
84.86,-4.526,-3.377
84.87,-4.522,-3.375
84.88,-4.518,-3.372
84.89,-4.513,-3.370
84.90,-4.509,-3.367
84.92,-4.504,-3.365
84.92,-4.500,-3.363
84.93,-4.496,-3.360
84.95,-4.491,-3.358
84.95,-4.487,-3.355
84.96,-4.483,-3.353
84.97,-4.478,-3.351
84.99,-4.474,-3.348
85.00,-4.469,-3.346
85.01,-4.465,-3.344
85.02,-4.461,-3.341
85.03,-4.456,-3.339
85.04,-4.452,-3.336
85.05,-4.447,-3.334
85.06,-4.443,-3.332
85.07,-4.439,-3.329
85.07,-4.434,-3.327
85.09,-4.430,-3.324
85.10,-4.425,-3.322
85.12,-4.421,-3.320
85.12,-4.417,-3.317
85.13,-4.412,-3.315
85.15,-4.408,-3.313
85.16,-4.403,-3.310
85.16,-4.399,-3.308
85.18,-4.394,-3.306
85.18,-4.390,-3.303
85.19,-4.386,-3.301
85.21,-4.381,-3.298
85.21,-4.377,-3.296
85.22,-4.372,-3.294
85.24,-4.368,-3.291
85.24,-4.364,-3.289
85.25,-4.359,-3.287
85.27,-4.355,-3.284
85.27,-4.350,-3.282
85.29,-4.346,-3.280
85.29,-4.342,-3.277
85.30,-4.337,-3.275
85.31,-4.333,-3.273
85.32,-4.328,-3.270
85.33,-4.324,-3.268
85.34,-4.320,-3.265
85.35,-4.315,-3.263
85.36,-4.311,-3.261
85.38,-4.306,-3.258
85.39,-4.302,-3.256
85.40,-4.297,-3.254
85.41,-4.293,-3.251
85.42,-4.289,-3.249
85.43,-4.284,-3.247
85.44,-4.280,-3.244
85.44,-4.275,-3.242
85.45,-4.271,-3.240
85.47,-4.267,-3.237
85.47,-4.262,-3.235
85.48,-4.258,-3.233
85.50,-4.253,-3.230
85.51,-4.249,-3.228
85.51,-4.244,-3.226
85.53,-4.240,-3.223
85.53,-4.236,-3.221
85.54,-4.231,-3.219
85.55,-4.227,-3.216
85.57,-4.222,-3.214
85.58,-4.218,-3.212
85.59,-4.213,-3.209
85.60,-4.209,-3.207
85.61,-4.205,-3.205
85.62,-4.200,-3.202
85.63,-4.196,-3.200
85.64,-4.191,-3.198
85.65,-4.187,-3.195
85.66,-4.182,-3.193
85.67,-4.178,-3.191
85.68,-4.174,-3.188
85.69,-4.169,-3.186
85.70,-4.165,-3.184
85.71,-4.160,-3.182
85.72,-4.156,-3.179
85.73,-4.151,-3.177
85.74,-4.147,-3.175
85.75,-4.143,-3.172
85.76,-4.138,-3.170
85.77,-4.134,-3.168
85.78,-4.129,-3.165
85.79,-4.125,-3.163
85.80,-4.120,-3.161
85.81,-4.116,-3.158
85.81,-4.112,-3.156
85.83,-4.107,-3.154
85.84,-4.103,-3.152
85.85,-4.098,-3.149
85.86,-4.094,-3.147
85.87,-4.089,-3.145
85.88,-4.085,-3.142
85.89,-4.080,-3.140
85.90,-4.076,-3.138
85.91,-4.072,-3.135
85.92,-4.067,-3.133
85.93,-4.063,-3.131
85.94,-4.058,-3.129
85.95,-4.054,-3.126
85.96,-4.049,-3.124
85.97,-4.045,-3.122
85.98,-4.040,-3.119
85.99,-4.036,-3.117
86.00,-4.032,-3.115
86.02,-4.027,-3.112
86.03,-4.023,-3.110
86.04,-4.018,-3.108
86.05,-4.014,-3.106
86.06,-4.009,-3.103
86.07,-4.005,-3.101
86.08,-4.000,-3.099
86.09,-3.996,-3.097
86.10,-3.992,-3.094
86.11,-3.987,-3.092
86.12,-3.983,-3.090
86.13,-3.978,-3.087
86.14,-3.974,-3.085
86.15,-3.969,-3.083
86.16,-3.965,-3.081
86.16,-3.960,-3.078
86.18,-3.956,-3.076
86.18,-3.951,-3.074
86.19,-3.947,-3.071
86.21,-3.943,-3.069
86.22,-3.938,-3.067
86.24,-3.934,-3.065
86.24,-3.929,-3.062
86.25,-3.925,-3.060
86.26,-3.920,-3.058
86.28,-3.916,-3.056
86.28,-3.911,-3.053
86.30,-3.907,-3.051
86.31,-3.902,-3.049
86.31,-3.898,-3.047
86.33,-3.894,-3.044
86.33,-3.889,-3.042
86.34,-3.885,-3.040
86.36,-3.880,-3.038
86.36,-3.876,-3.035
86.37,-3.871,-3.033
86.38,-3.867,-3.031
86.39,-3.862,-3.028
86.40,-3.858,-3.026
86.41,-3.853,-3.024
86.43,-3.849,-3.022
86.43,-3.844,-3.019
86.45,-3.840,-3.017
86.46,-3.836,-3.015
86.46,-3.831,-3.013
86.48,-3.827,-3.010
86.48,-3.822,-3.008
86.49,-3.818,-3.006
86.50,-3.813,-3.004
86.52,-3.809,-3.001
86.53,-3.804,-2.999
86.54,-3.800,-2.997
86.55,-3.795,-2.995
86.56,-3.791,-2.993
86.57,-3.786,-2.990
86.58,-3.782,-2.988
86.59,-3.777,-2.986
86.60,-3.773,-2.984
86.61,-3.768,-2.981
86.62,-3.764,-2.979
86.63,-3.760,-2.977
86.64,-3.755,-2.975
86.65,-3.751,-2.972
86.66,-3.746,-2.970
86.67,-3.742,-2.968
86.68,-3.737,-2.966
86.69,-3.733,-2.963
86.70,-3.728,-2.961
86.71,-3.724,-2.959
86.73,-3.719,-2.957
86.74,-3.715,-2.955
86.75,-3.710,-2.952
86.75,-3.706,-2.950
86.77,-3.701,-2.948
86.78,-3.697,-2.946
86.78,-3.692,-2.943
86.80,-3.688,-2.941
86.81,-3.683,-2.939
86.82,-3.679,-2.937
86.83,-3.674,-2.935
86.84,-3.670,-2.932
86.85,-3.665,-2.930
86.86,-3.661,-2.928
