time,x,y
0.020601511001586914,9.073500023365206,1.5212311199105238e-06
0.02173161506652832,9.073500023336031,1.4914468104317014e-06
0.02561187744140625,9.073500023306856,1.461662500852265e-06
0.03411602973937988,9.073500023277681,1.4318781912554812e-06
0.04849386215209961,9.073500023248506,1.4020938815875739e-06
0.05403947830200195,9.073500023219331,1.3723095719005846e-06
0.06282854080200195,9.073500023190157,1.3425252621719619e-06
0.07445812225341797,9.07350002316098,1.3127409524589517e-06
0.0837869644165039,9.073500023131805,1.282956642667879e-06
0.09243464469909668,9.07350002310263,1.2531723327918048e-06
0.10321784019470215,9.073500023073453,1.2233880228047084e-06
0.11193275451660156,9.073500023044279,1.1936037127256716e-06
0.12159919738769531,9.073500023015102,1.1638194025182652e-06
0.13109898567199707,9.073500022985927,1.1340350922258574e-06
0.14243769645690918,9.073500022956752,1.1042507819230413e-06
0.15302753448486328,9.073498843985668,0.00023849723595803334
0.1643998622894287,9.073472043431508,0.0020204669224730843
0.17473530769348145,9.07342306636702,0.005024377045002731
0.18353056907653809,9.0733599637935,0.008785479375479131
0.19559288024902344,9.073288034402534,0.013016478595064537
0.2027888298034668,9.073210088469953,0.017539018346319858
0.211961030960083,9.073127461585539,0.02224241421327882
0.22353816032409668,9.073042164585184,0.02705803457021229
0.23299884796142578,9.072954056199178,0.03194324155045672
0.24246692657470703,9.072865535544041,0.036871672219077584
0.2512190341949463,9.072775514609194,0.04182687317192809
0.26138806343078613,9.07268415813264,0.046798671783004626
0.2764017581939697,9.072566789344279,0.051779259919753615
0.2856864929199219,9.072407969669591,0.056764156688088124
0.29479265213012695,9.072244192853917,0.06175327837118326
0.3049623966217041,9.07207979670265,0.06674517429278023
0.31368112564086914,9.071916777069783,0.07173888819488441
0.32251667976379395,9.071752459835475,0.07673359198396998
0.33499670028686523,9.071586828133896,0.08172889473471202
0.3435072898864746,9.071418486728279,0.08672448327094387
0.35286951065063477,9.071248044169565,0.09172024924689798
0.3646078109741211,9.071078582726877,0.09671630035415366
0.3736410140991211,9.070907983444725,0.10171246145003189
0.3825976848602295,9.070736234490377,0.10670870562471356
0.3948841094970703,9.07056336582524,0.1117050190245706
0.40357398986816406,9.070388299696047,0.11670133248518816
0.4122884273529053,9.07021153439004,0.12169765355664629
0.4234189987182617,9.07003540062153,0.12669410624408914
0.4346902370452881,9.069858290058148,0.13169058184626375
0.4516870975494385,9.069680187178829,0.1366870541550326
0.45500898361206055,9.069500209857674,0.1416834471093105
0.4637181758880615,9.069317891435986,0.1466796949912878
0.4726266860961914,9.06910863826739,0.1516736655659926
0.4853353500366211,9.06885915773874,0.15666457920588972
0.4938514232635498,9.068605347947928,0.16165496578098473
0.506892204284668,9.068349101718207,0.16664497708682952
0.5161287784576416,9.068092480041521,0.17163482028768653
0.5250475406646729,9.067831947108026,0.17662416914334572
0.5355212688446045,9.067570104465455,0.18161327188872298
0.5426950454711914,9.067308498776816,0.18660229661212843
0.5514781475067139,9.067047993133887,0.19159140565668062
0.5655615329742432,9.066786212961942,0.19658047352289357
0.5725929737091064,9.066521848169204,0.20156946367020875
0.5814626216888428,9.066255466794532,0.20655845838058462
0.5913088321685791,9.065989787054532,0.21154776426162822
0.6037540435791016,9.06572293081145,0.21653730077486497
0.6112134456634521,9.06545489331469,0.22152711926103807
