time,v_rl,v_rr,delta_fl,delta_fr
43.450411796569824,0.4873170667506374,0.5121996152945928,0.07743395675257769,0.07344353029120754
43.47170424461365,0.48756508944629817,0.5123638126265866,0.07718984439197474,0.0732236842103724
43.49147152900696,0.4876313678411312,0.5123409135945814,0.0770170013696676,0.07306799221418991
43.51130437850952,0.48764005153448686,0.5123298478754682,0.07701700181552251,0.07306792322184918
43.533703565597534,0.4876566351624869,0.5122309486575904,0.07684319377370219,0.07291095856900576
43.554665088653564,0.487638465500791,0.512117733874243,0.07657923701103542,0.07267288432618813
43.57627630233765,0.48755652288523255,0.5120023707770139,0.07649022911414072,0.07259254293758133
43.59681797027588,0.48747879001732064,0.511869735210901,0.07631100280832559,0.07243096729669496
43.61950469017029,0.48742200236120603,0.5116858090773131,0.07584892840010937,0.0720143516839844
43.640382289886475,0.4865399818434052,0.5123472231189726,0.08072185198459714,0.0763959372923404
43.66054677963257,0.4866024884199511,0.5123614573488392,0.08051572411292085,0.0762111413917852
43.68178200721741,0.4866558931826874,0.5124317392429237,0.08051572128199425,0.07621104770258835
43.70043325424194,0.486804127263719,0.5124787601752034,0.08016285187368855,0.0758944379567561
43.72145485877991,0.4868983185878392,0.5126006483433031,0.0801628485520256,0.07589423910567827
43.74135422706604,0.4870501921976889,0.5126808649817072,0.07988817527083825,0.07564773939733183
43.76250219345093,0.4871873457329247,0.5127516991696757,0.07969396204834123,0.07547346635786845
43.78251075744629,0.48731629991252706,0.5127926899400416,0.07939718237410176,0.0752071968737873
43.803714990615845,0.4873345462243703,0.5127026620825905,0.07919399795828763,0.07502472373533386
43.824915409088135,0.48728414463421144,0.512599477196854,0.07909265806527355,0.07493373714931462
43.84501504898071,0.48721200723452135,0.5124494478620346,0.07899141799697684,0.07484275224034409
43.864925384521484,0.4862170238635513,0.5130491203783104,0.0840626457468856,0.07938389420713854
43.88444209098816,0.4861629530468708,0.5129047893716507,0.08389597104883606,0.0792350621423985
43.90619444847107,0.4861123347337095,0.512798350250804,0.08371027987291235,0.0790692600981302
43.92747783660889,0.4861014255899773,0.5127397372108222,0.08352311906950227,0.07890211553585758
43.94687104225159,0.48612354924055745,0.5127565308517456,0.08333250552132032,0.07873192869602796
43.9657244682312,0.48618846729692067,0.5128293502013963,0.08323508884153696,0.07864508447248486
43.98732662200928,0.4863333061936371,0.51289560447654,0.08293088840012786,0.07837341388039487
44.007912397384644,0.48647957289736166,0.5129827380746859,0.08271866724027532,0.07818379675990794
44.02996349334717,0.4866272309267297,0.5130592731813427,0.08250090972072588,0.07798910459602482
44.0504584312439,0.48587064895274457,0.513910955164125,0.08770140648869429,0.08262350083880499
44.06942963600159,0.48590778028843007,0.5139357167935683,0.08770140659173986,0.08262343716063292
44.08788251876831,0.4859884402112302,0.5138558790306961,0.08731363104791168,0.08227856051161808
44.1079216003418,0.48598951757285186,0.5137959259839103,0.0871181054616148,0.08210467776188324
