front_left_steering,front_right_steering
-2.134363352723767e-08,-5.447267170666237e-08
-2.1343650402627645e-08,-5.4472619304135605e-08
-2.134366905437446e-08,-5.4472566013430423e-08
-2.1343685929764433e-08,-5.447251183454682e-08
-2.1343704581511247e-08,-5.447245854384164e-08
-2.134372412143648e-08,-5.447240436495804e-08
-2.1343741885004874e-08,-5.4472351074252856e-08
-2.134375964857327e-08,-5.4472297783547674e-08
-2.1343779188498502e-08,-5.447224271648565e-08
-2.1343796063888476e-08,-5.447218853760205e-08
-2.134381382745687e-08,-5.447213613507529e-08
-2.1343833367382103e-08,-5.447208195619169e-08
-2.1343851130950497e-08,-5.4472029553664925e-08
-2.134386889451889e-08,-5.447197626295974e-08
-2.1343886658087285e-08,-5.447192297225456e-08
-2.13439053098341e-08,-5.447186968154938e-08
-2.1343922185224073e-08,-5.4471816390844197e-08
-2.1343939948792467e-08,-5.4471763100139015e-08
-2.13439594887177e-08,-5.447170892125541e-08
-2.1343977252286095e-08,-5.447165563055023e-08
-2.134399501585449e-08,-5.447160233984505e-08
-2.1344012779422883e-08,-5.447154904913987e-08
-2.1344031431169697e-08,-5.4471495758434685e-08
-2.134404919473809e-08,-5.44714424677295e-08
-2.1344068734663324e-08,-5.447138917702432e-08
-2.134408472187488e-08,-5.447133588631914e-08
-2.1344104261800112e-08,-5.4471283483792377e-08
-2.1344122025368506e-08,-5.4471230193087194e-08
-2.13441397889369e-08,-5.447117779056043e-08
-2.1344157552505294e-08,-5.447112361167683e-08
-2.1344175316073688e-08,-5.447107120915007e-08
-2.1344193967820502e-08,-5.4471017918444886e-08
-2.1344212619567315e-08,-5.4470964627739704e-08
-2.134422949495729e-08,-5.447091133703452e-08
-2.1344248146704103e-08,-5.447085804632934e-08
-2.1344266798450917e-08,-5.447080475562416e-08
-2.134428367384089e-08,-5.4470752353097396e-08
-2.1344302325587705e-08,-5.4470699062392214e-08
-2.134432097733452e-08,-5.447064665986545e-08
-2.1344336964546073e-08,-5.447059336916027e-08
-2.1344357392649727e-08,-5.447054096663351e-08
-2.134437249168286e-08,-5.4470488564106745e-08
-2.1344390255251255e-08,-5.447043527340156e-08
-2.134441068335491e-08,-5.44703828708748e-08
-2.1344427558744883e-08,-5.447033046834804e-08
-2.1344444434134857e-08,-5.4470278065821276e-08
-2.134446219770325e-08,-5.4470224775116094e-08
-2.1344480849450065e-08,-5.447017237258933e-08
-2.134449861301846e-08,-5.447011908188415e-08
-2.1344516376586853e-08,-5.447006667935739e-08
-2.1344534140155247e-08,-5.4470014276830625e-08
-2.134455279190206e-08,-5.446996187430386e-08
-2.1344570555470455e-08,-5.446990858359868e-08
-2.134458743086043e-08,-5.446985618107192e-08
-2.1344606082607243e-08,-5.4469802890366736e-08
-2.1344623846175637e-08,-5.4469750487839974e-08
-2.134464160974403e-08,-5.446969808531321e-08
-2.1344659373312425e-08,-5.446964568278645e-08
-2.134467713688082e-08,-5.446959239208127e-08
-2.1344694900449213e-08,-5.4469539989554505e-08
-2.1344713552196026e-08,-5.446948758702774e-08
-2.134473131576442e-08,-5.446943429632256e-08
-2.1344748191154395e-08,-5.44693818937958e-08
-2.134476506654437e-08,-5.4469329491269036e-08
-2.1344782830112763e-08,-5.4469277976920694e-08
-2.1344801481859577e-08,-5.446922557439393e-08
-2.134481835724955e-08,-5.446917317186717e-08
-2.1344836120817945e-08,-5.446912076934041e-08
-2.134485388438634e-08,-5.4469067478635225e-08
-2.1344872536133153e-08,-5.446901596428688e-08
-2.1344890299701547e-08,-5.446896444993854e-08
-2.134490806326994e-08,-5.44689129355902e-08
-2.1344924938659915e-08,-5.4468860533063435e-08
-2.134494181404989e-08,-5.446880813053667e-08
-2.1344959577618283e-08,-5.446875661618833e-08
-2.1344977341186677e-08,-5.446870421366157e-08
-2.134499510475507e-08,-5.4468651811134805e-08
-2.1345012868323465e-08,-5.446860029678646e-08
-2.134503063189186e-08,-5.446854878243812e-08
-2.1345048395460253e-08,-5.446849637991136e-08
-2.1345066159028647e-08,-5.4468443977384595e-08
-2.134508392259704e-08,-5.446839246303625e-08
-2.1345101686165435e-08,-5.446834094868791e-08
-2.134511767337699e-08,-5.446828943433957e-08
-2.1345135436945384e-08,-5.4468237031812805e-08
-2.1345153200513778e-08,-5.446818551746446e-08
-2.134517185226059e-08,-5.44681331149377e-08
-2.1345188727650566e-08,-5.446808160058936e-08
-2.134520560304054e-08,-5.4468030086241015e-08
-2.1345222478430514e-08,-5.446797768371425e-08
-2.134524024199891e-08,-5.446792616936591e-08
-2.1345258005567302e-08,-5.446787376683915e-08
-2.1345275769135696e-08,-5.4467822252490805e-08
-2.134529264452567e-08,-5.446777073814246e-08
-2.1345311296272484e-08,-5.446771922379412e-08
-2.134532905984088e-08,-5.446766770944578e-08
-2.1345345935230853e-08,-5.4467616195097435e-08
-2.1345363698799247e-08,-5.446756468074909e-08
-2.134538146236764e-08,-5.446751316640075e-08
-2.1345397449579195e-08,-5.446746165205241e-08
-2.134541610132601e-08,-5.4467409249525645e-08
-2.1345432976715983e-08,-5.44673577351773e-08
-2.1345451628462797e-08,-5.446730622082896e-08
-2.134546850385277e-08,-5.446725470648062e-08
-2.1345488043778005e-08,-5.4467203192132274e-08
-2.134550225463272e-08,-5.446715256596235e-08
-2.1345520906379534e-08,-5.446710105161401e-08
-2.1345536893591088e-08,-5.4467050425444086e-08
-2.1345555545337902e-08,-5.4466998022917323e-08
-2.1345573308906296e-08,-5.44669473967474e-08
-2.134559018429627e-08,-5.446689588239906e-08
-2.1345607059686245e-08,-5.4466845256229135e-08
-2.134562482325464e-08,-5.446679374188079e-08
-2.1345642586823033e-08,-5.446674222753245e-08
-2.1345660350391427e-08,-5.446669071318411e-08
-2.134567811395982e-08,-5.4466639198835765e-08
-2.1345695877528215e-08,-5.446658857266584e-08
-2.134571186473977e-08,-5.44665370583175e-08
-2.1345730516486583e-08,-5.4466486432147576e-08
-2.1345748280054977e-08,-5.4466434917799234e-08
-2.134576515544495e-08,-5.446638429162931e-08
-2.1345782030834926e-08,-5.446633277728097e-08
-2.13457989062249e-08,-5.4466281262932625e-08
-2.1345816669793294e-08,-5.446622974858428e-08
-2.1345834433361688e-08,-5.446617912241436e-08
-2.1345851308751662e-08,-5.446612760806602e-08
-2.1345869960498476e-08,-5.4466076093717675e-08
-2.134588683588845e-08,-5.446602635572617e-08
-2.1345903711278424e-08,-5.446597484137783e-08
-2.13459205866684e-08,-5.4465924215207906e-08
-2.1345938350236793e-08,-5.4465872700859563e-08
-2.1345955225626767e-08,-5.446582207468964e-08
-2.134597387737358e-08,-5.446577144851972e-08
-2.1345989864585135e-08,-5.4465719934171375e-08
-2.134600762815353e-08,-5.446566930800145e-08
-2.1346024503543504e-08,-5.446561779365311e-08
-2.1346043155290317e-08,-5.446556627930477e-08
-2.1346059142501872e-08,-5.4465516541313264e-08
-2.1346076906070266e-08,-5.446546591514334e-08
-2.134609466963866e-08,-5.4465414400795e-08
-2.1346110656850215e-08,-5.4465363774625075e-08
-2.134612753224019e-08,-5.446531314845515e-08
-2.1346144407630163e-08,-5.446526252228523e-08
-2.1346163059376977e-08,-5.4465211896115306e-08
-2.134617993476695e-08,-5.4465161269945384e-08
-2.1346196810156925e-08,-5.446511153195388e-08
-2.13462136855469e-08,-5.446506090578396e-08
-2.1346229672758454e-08,-5.4465010279614035e-08
-2.134624654814843e-08,-5.446496054162253e-08
-2.1346263423538403e-08,-5.446490991545261e-08
-2.1346282075285217e-08,-5.4464859289282685e-08
-2.134629895067519e-08,-5.446480955129118e-08
-2.1346315826065165e-08,-5.446475892512126e-08
-2.13463309250983e-08,-5.4464709187129756e-08
-2.1346349576845114e-08,-5.446465856095983e-08
-2.1346366452235088e-08,-5.446460793478991e-08
-2.1346383327625063e-08,-5.446455730861999e-08
-2.1346400203015037e-08,-5.4464507570628484e-08
-2.134641707840501e-08,-5.446445694445856e-08
-2.1346434841973405e-08,-5.446440720646706e-08
-2.134645082918496e-08,-5.4464356580297135e-08
-2.1346469480931773e-08,-5.446430684230563e-08
-2.1346485468143328e-08,-5.446425621613571e-08
-2.1346502343533302e-08,-5.4464205589965786e-08
-2.1346519218923277e-08,-5.446415585197428e-08
-2.134653609431325e-08,-5.446410522580436e-08
-2.1346552969703225e-08,-5.446405548781286e-08
-2.134657073327162e-08,-5.4464004861642934e-08
-2.1346587608661594e-08,-5.446395601182985e-08
-2.1346604484051568e-08,-5.446390627383835e-08
-2.1346621359441542e-08,-5.4463855647668424e-08
-2.1346638234831516e-08,-5.446380590967692e-08
-2.134665599839991e-08,-5.4463755283507e-08
-2.1346671985611465e-08,-5.4463704657337075e-08
-2.134668886100144e-08,-5.446365491934557e-08
-2.1346705736391414e-08,-5.446360606953249e-08
-2.1346722611781388e-08,-5.4463555443362566e-08
-2.1346739487171362e-08,-5.446350481719264e-08
-2.1346756362561337e-08,-5.446345507920114e-08
-2.134677323795131e-08,-5.4463405341209636e-08
-2.1346791001519705e-08,-5.446335649139655e-08
-2.134680787690968e-08,-5.446330586522663e-08
-2.1346823864121234e-08,-5.446325523905671e-08
-2.1346840739511208e-08,-5.4463205501065204e-08
-2.1346858503079602e-08,-5.44631557630737e-08
-2.1346875378469576e-08,-5.44631060250822e-08
-2.134689225385955e-08,-5.4463056287090694e-08
-2.1346909129249525e-08,-5.446300654909919e-08
-2.13469260046395e-08,-5.446295681110769e-08
-2.1346941991851054e-08,-5.4462906184937765e-08
-2.1346959755419448e-08,-5.446285733512468e-08
-2.1346975742631003e-08,-5.446280759713318e-08
-2.1346993506199397e-08,-5.4462757859141675e-08
-2.134700949341095e-08,-5.446270812115017e-08
-2.1347026368800925e-08,-5.446265927133709e-08
-2.13470432441909e-08,-5.4462609533345585e-08
-2.1347061007759294e-08,-5.446255979535408e-08
-2.1347077883149268e-08,-5.4462510945541e-08
-2.1347094758539242e-08,-5.4462461207549495e-08
-2.1347109857572377e-08,-5.446241146955799e-08
-2.134712673296235e-08,-5.446236261974491e-08
-2.1347144496530746e-08,-5.4462312881753405e-08
-2.134716137192072e-08,-5.44622631437619e-08
-2.1347177359132274e-08,-5.44622134057704e-08
-2.134719512270067e-08,-5.4462163667778896e-08
-2.1347212886269062e-08,-5.446211481796581e-08
-2.1347229761659037e-08,-5.446206507997431e-08
